step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9916154742240906,Solve_Succeeded,MPC,18,"[[0.823350432938373, -0.6012748753983035], [0.3154007393890144, -0.3898648344554783], [0.01312684720032962, -0.182766603611784]]","[0.9930288791656494, 0.9939720630645752, 0.9943192005157471]"
1,0.9930213093757629,Solved_To_Acceptable_Level,MPC,10,"[[0.6031507160475182, -0.4740766841623196], [0.04493611377742118, -0.26843052290322034], [-0.0012046997116948737, -0.09453647345882227]]","[0.9943614602088928, 0.9948087930679321, 0.9949802756309509]"
2,0.9950920343399048,Solved_To_Acceptable_Level,MPC,7,"[[0.07606017627170047, -0.2820397299975511], [0.0016562745852346185, -0.08289470659543521], [-0.002771030664446585, -0.011307391683905954]]","[0.9950100183486938, 0.9951534271240234, 0.9951966404914856]"
3,0.995911180973053,Solve_Succeeded,MPC,19,"[[-0.16187097138751008, 0.03642607726308572], [-0.00899618074503114, 0.007911035272033866], [-0.0040315049528853435, 0.005904421203786428]]","[0.9951777458190918, 0.99519282579422, 0.9952146410942078]"
4,0.9961704015731812,Solved_To_Acceptable_Level,MPC,18,"[[-0.18061650638067198, 0.19183667383289907], [-0.01035680936550878, 0.022386644193488594], [-0.0032259832072318684, 0.01118920730658271]]","[0.9951311945915222, 0.9951238036155701, 0.9951384663581848]"
5,0.9962447881698608,Solved_To_Acceptable_Level,MPC,19,"[[-0.1838600327933813, 0.20901453747535056], [-0.011088200842126106, 0.026405670366460122], [-0.004015037685925592, 0.012410979755873004]]","[0.9951539039611816, 0.9951409697532654, 0.995149552822113]"
6,0.9962590932846069,Solve_Succeeded,MPC,26,"[[-0.19653193558282667, 0.2043675908264555], [-0.01069444693254325, 0.029566531006115046], [-0.0040110995686732645, 0.008855775398904026]]","[0.9951983690261841, 0.9951924085617065, 0.9952388405799866]"
7,0.9962363839149475,Solved_To_Acceptable_Level,MPC,23,"[[-0.20052413381176454, 0.1975070840123666], [-0.011008225397394024, 0.034130020148676894], [-0.003963433801906738, 0.007801359011113273]]","[0.9952834248542786, 0.9952898025512695, 0.9953398108482361]"
8,0.9962089657783508,Solved_To_Acceptable_Level,MPC,19,"[[-0.19366339385173378, 0.19031104091473242], [-0.010747132753211614, 0.032610844250705213], [-0.0034473516605133293, 0.010321316771618131]]","[0.9953894019126892, 0.9954028725624084, 0.9954549074172974]"
9,0.9961704611778259,Solved_To_Acceptable_Level,MPC,27,"[[-0.17406081369848875, 0.1726614419182817], [-0.010989961725732687, 0.03458601762645016], [-0.003910747361191517, 0.012886093659961172]]","[0.9955130219459534, 0.9955360293388367, 0.9955923557281494]"
10,0.9961274266242981,Solved_To_Acceptable_Level,MPC,22,"[[-0.1485649682460789, 0.14544124398187308], [-0.00964039437141392, 0.0329017998323546], [-0.004026850416778488, 0.015361225000354558]]","[0.9956619739532471, 0.9956918954849243, 0.9957481622695923]"
11,0.9960830807685852,Solved_To_Acceptable_Level,MPC,20,"[[-0.11188043058392261, 0.11047581648760625], [-0.00808658701356287, 0.03624810973002345], [-0.0033030834780253255, 0.016592532799196976]]","[0.9957623481750488, 0.9957907795906067, 0.9958493113517761]"
