step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9945037961006165,Solved_To_Acceptable_Level,MPC,16,"[[0.9063646570044476, 0.906373331287588], [0.01489590508371314, 0.014864751897025592], [-0.0041187090504094795, -0.004101509025131862]]","[0.9942315816879272, 0.9942189455032349, 0.9942224621772766]"
1,0.9942315816879272,Solve_Succeeded,MPC,15,"[[0.6188183718768953, 0.6187728569324694], [0.004042226060608221, 0.004075058804504052], [-0.004166169361042477, -0.004056904321457714]]","[0.9940483570098877, 0.9940489530563354, 0.9940482378005981]"
2,0.9944257140159607,Solve_Succeeded,MPC,8,"[[0.04001789104095165, 0.040050652192352876], [-0.0033916935955591045, -0.0033834521530700756], [-0.004213875723552708, -0.004217981027818174]]","[0.9940663576126099, 0.9940659403800964, 0.9940653443336487]"
3,0.9948796629905701,Solve_Succeeded,MPC,15,"[[-0.16991506551618626, 0.047004206291346357], [-0.005559629437750332, -0.0033444392689110985], [-0.004264740523658463, -0.004204042438667211]]","[0.993983268737793, 0.9939818382263184, 0.9939815998077393]"
4,0.9950631856918335,Solve_Succeeded,MPC,15,"[[-0.17333535662210553, 0.258420791777476], [-0.0055821206731077695, -0.0010823666403362592], [-0.0041635172519405616, -0.004197740431066486]]","[0.993984043598175, 0.9939815998077393, 0.9939813613891602]"
5,0.995073139667511,Solve_Succeeded,MPC,17,"[[-0.1785494016761028, 0.3527927584939634], [-0.005620089172619706, 9.575496538938375e-05], [-0.004220042947333191, -0.004155616659943587]]","[0.9939832091331482, 0.9939802289009094, 0.9939798712730408]"
6,0.9949703216552734,Solve_Succeeded,MPC,18,"[[-0.1933577218476109, 0.33376182882522576], [-0.005830881009690913, -0.0001078522545437292], [-0.0041538138340280525, -0.004087653682572108]]","[0.9939693808555603, 0.9939663410186768, 0.9939660429954529]"
7,0.9948378205299377,Solved_To_Acceptable_Level,MPC,16,"[[-0.20038795620853367, 0.256825380010404], [-0.005830972740388749, -0.0011032439414357556], [-0.004158259758485726, -0.004178392105133356]]","[0.9939572215080261, 0.9939546585083008, 0.9939544796943665]"
8,0.9946733713150024,Solved_To_Acceptable_Level,MPC,18,"[[-0.19360021235955166, 0.1725685750181769], [-0.005763865875241842, -0.001963301635639755], [-0.004174206153364158, -0.004162506034886844]]","[0.9939553141593933, 0.9939531683921814, 0.9939529299736023]"
9,0.9945055842399597,Solve_Succeeded,MPC,19,"[[-0.17576468930591083, 0.1087476053861089], [-0.00563478040832213, -0.002636344880946645], [-0.004179786536887049, -0.004175099562922296]]","[0.9939619898796082, 0.9939602017402649, 0.993959903717041]"
