step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9945037961006165,Solved_To_Acceptable_Level,MPC,16,"[[0.9063646570044476, 0.906373331287588], [0.014895905083713279, 0.01486475189702553], [-0.004118709050409935, -0.004101509025132077]]","[0.9942315816879272, 0.9942189455032349, 0.9942224621772766]"
1,0.9942315816879272,Solve_Succeeded,MPC,15,"[[0.6188183718768978, 0.6187728569324684], [0.0040422260606083745, 0.0040750588045040115], [-0.00416616936104246, -0.0040569043214577424]]","[0.9940483570098877, 0.9940489530563354, 0.9940482378005981]"
2,0.9944257140159607,Solve_Succeeded,MPC,8,"[[0.040017891040944276, 0.04005065219234107], [-0.0033916935955590195, -0.0033834521530700535], [-0.004213875723552248, -0.004217981027817995]]","[0.9940663576126099, 0.9940659403800964, 0.9940653443336487]"
3,0.9948796629905701,Solve_Succeeded,MPC,15,"[[-0.16991506551617705, 0.047004206291331424], [-0.005559629437751679, -0.0033444392689123905], [-0.0042647405236585206, -0.004204042438668407]]","[0.993983268737793, 0.9939818382263184, 0.9939815998077393]"
4,0.9950631856918335,Solve_Succeeded,MPC,15,"[[-0.17333535662210925, 0.2584207917774881], [-0.005582120673107553, -0.0010823666403347518], [-0.004163517251942006, -0.004197740431066338]]","[0.993984043598175, 0.9939815998077393, 0.9939813613891602]"
5,0.995073139667511,Solve_Succeeded,MPC,17,"[[-0.17854940167612265, 0.3527927584939834], [-0.005620089172620004, 9.575496538897807e-05], [-0.004220042947332893, -0.004155616659942394]]","[0.9939832091331482, 0.9939802289009094, 0.9939798712730408]"
6,0.9949703216552734,Solve_Succeeded,MPC,18,"[[-0.19335772184759978, 0.33376182882522787], [-0.005830881009690405, -0.00010785225454383607], [-0.004153813834028003, -0.00408765368257208]]","[0.9939693808555603, 0.9939663410186768, 0.9939660429954529]"
7,0.9948378205299377,Solved_To_Acceptable_Level,MPC,16,"[[-0.20038795620852504, 0.25682538001039057], [-0.00583097274038949, -0.0011032439414308721], [-0.00415825975848299, -0.004178392105142742]]","[0.9939572215080261, 0.9939546585083008, 0.9939544796943665]"
8,0.9946733713150024,Solved_To_Acceptable_Level,MPC,18,"[[-0.19360021235952637, 0.17256857501818681], [-0.00576386587523852, -0.0019633016356397307], [-0.004174206153365503, -0.004162506034885907]]","[0.9939553141593933, 0.9939531683921814, 0.9939529299736023]"
9,0.9945055842399597,Solve_Succeeded,MPC,19,"[[-0.1757646893059017, 0.10874760538610848], [-0.005634780408321963, -0.0026363448809467475], [-0.004179786536887299, -0.0041750995629221445]]","[0.9939619898796082, 0.9939602017402649, 0.993959903717041]"
10,0.9943546652793884,Solve_Succeeded,MPC,17,"[[-0.15120063700835437, 0.06579829249155981], [-0.005329945185308739, -0.0030890476607054102], [-0.0041908793166997435, -0.004169731493927981]]","[0.9939738512039185, 0.9939723610877991, 0.9939720034599304]"
11,0.9942505955696106,Solve_Succeeded,MPC,16,"[[-0.11664123045363037, 0.03568301217896453], [-0.004964451264943396, -0.0033995566078065913], [-0.004174283858719313, -0.004180379743428434]]","[0.9939922094345093, 0.9939910173416138, 0.9939906001091003]"
12,0.9941794872283936,Solve_Succeeded,MPC,17,"[[-0.08138099171059193, 0.013380766435319475], [-0.004535225926574795, -0.0036791491544636945], [-0.0041883117683701255, -0.004156039156352371]]","[0.9940114617347717, 0.9940105080604553, 0.9940100312232971]"
