episode,step,agent_id,axis,true_pos,eso_pos,pos_error,true_vel,eso_vel,vel_error,true_dist,eso_dist,dist_error,measurement_error
1,0,0,x,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,y,2.0,2.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,1,x,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,y,2.3,2.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,2,x,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,y,3.2,3.2,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,3,x,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,3,y,3.5,3.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,1,0,x,2.3,2.3020319492509214,0.0020319492509215387,0.23003199067037972,0.22560502294585327,-0.004426967724526443,3.0,-0.029987433673970512,-3.0299874336739707,0.0020319492509215387
1,1,0,y,2.0,2.00235999613083,0.0023599961308300443,0.2671693733015061,0.26202769631501066,-0.005141676986495425,-3.0,-0.034828737682294234,2.9651712623177056,0.0023599961308300443
1,1,1,x,2.0,2.0023375740488434,0.0023375740488433827,0.26463102439736186,0.259538197958303,-0.00509282643905884,3.0,-0.034497833405970284,-3.0344978334059705,0.0023375740488433827
1,1,1,y,2.3,2.3020384980035473,0.0020384980035474953,0.23077335889216843,0.22633212352956222,-0.004441235362606211,-3.0,-0.03008407992874928,2.9699159200712506,0.0020384980035474953
1,1,2,x,3.0,2.998299059353982,-0.001700940646018001,-0.19255931841709015,-0.18885351260632055,0.003705805810769597,3.0,0.025102420635098554,-2.9748975793649013,-0.001700940646018001
1,1,2,y,3.2,3.201385045822249,0.0013850458222486317,0.15679764025454904,0.15378006826090596,-0.003017571993643081,-3.0,-0.02044045623248432,2.9795595437675155,0.0013850458222486317
1,1,3,x,2.0,2.0023374725543177,0.00233747255431771,0.26461953445109476,0.2595269291361561,-0.0050926053149386585,3.0,-0.03449633555342197,-3.034496335553422,0.00233747255431771
1,1,3,y,3.5,3.500000030691016,3.0691015950878864e-08,3.474454643163139e-06,3.4075887333888465e-06,-6.686590977429235e-08,-3.0,-4.5293689929053824e-07,2.999999547063101,3.0691015950878864e-08
1,2,0,x,2.306900959720111,2.312309594478782,0.005408634758671038,0.49467974074449006,0.4222936662744505,-0.07238607447003959,3.0,0.09720228164300193,-2.902797718356998,0.005408634758671038
1,2,0,y,2.008015081199045,2.0140918728913824,0.006076791692337213,0.3568012933675194,0.46770559905160103,0.1109043056840816,-3.0,0.11592097680741613,3.1159209768074163,0.006076791692337213
1,2,1,x,2.0079389307319206,2.0139715840961925,0.006032653364271834,0.5340955231914675,0.46477159645428284,-0.06932392673718463,3.0,0.11461896460780963,-2.8853810353921903,0.006032653364271834
1,2,1,y,2.306923200766765,2.3123413117640794,0.005418110997314596,0.31508339040276934,0.42277141555978587,0.10768802515701653,-3.0,0.09763295672599799,3.097632956725998,0.005418110997314596
1,2,2,x,2.9942232204474872,2.9896703013508845,-0.004552919096602714,-0.2516277447841455,-0.3563170713410284,-0.1046893265568829,3.0,-0.08099354695939383,-3.0809935469593936,-0.004552919096602714
1,2,2,y,3.2047039292076365,3.208505561801375,0.0038016325937384465,0.19885363656463448,0.3006095078967771,0.10175587133214262,-3.0,0.06456035791625082,3.064560357916251,0.0038016325937384465
1,2,3,x,2.007938586033533,2.0139712373935263,0.006032651359993313,0.5341056667008779,0.4647802759390834,-0.0693253907617945,3.0,0.11461015201889256,-2.8853898479811075,0.006032651359993313
1,2,3,y,3.5000001042336395,3.499999579689909,-5.245437306733436e-07,-0.09006251822593063,-6.09313847566691e-05,0.09000158684117396,-3.0,1.0414988197052332e-05,3.000010414988197,-5.245437306733436e-07
1,3,0,x,2.3217413519424457,2.329318668178935,0.007577316236489384,0.6236451550669235,0.5165950332593584,-0.10705012180756512,3.0,0.3972586474726645,-2.6027413525273353,0.007577316236489384
1,3,0,y,2.0187191200000707,2.0276034821960236,0.0088843621959529,0.2745765038799851,0.46397568582011733,0.18939918194013222,-3.0,-0.0056634676543911855,2.994336532345609,0.0088843621959529
1,3,1,x,2.0239617964276646,2.0320590540377346,0.008097257610069963,0.6332329662726356,0.5307411782448049,-0.10249178802783065,3.0,0.41847571138647405,-2.581524288613526,0.008097257610069963
1,3,1,y,2.316375702478848,2.3247022236389343,0.008326521160086475,0.2634874240664826,0.4480826772812849,0.1845952532148023,-3.0,-0.028017910820877345,2.9719820891791224,0.008326521160086475
1,3,2,x,2.986674388103963,2.979212881357921,-0.007461506746042179,-0.23796347870541226,-0.4156116396567161,-0.17764816095130384,3.0,0.06249174230765678,-2.9375082576923432,-0.007461506746042179
1,3,2,y,3.2106695383045754,3.217195191797629,0.006525653493053785,0.19380835074956546,0.3660751785370009,0.17226682778743543,-3.0,-0.08780231839959912,2.912197681600401,0.006525653493053785
1,3,3,x,2.0239617560345593,2.0320586566374095,0.008096900602850177,0.6331879442205859,0.5306980131758242,-0.10248993104476167,3.0,0.418489265082307,-2.581510734917693,0.008096900602850177
1,3,3,y,3.4972982286868617,3.497668859374588,0.00037063068772624774,-0.18014453062865118,-0.03435391204132714,0.14579061858732403,-3.0,-0.21276778280740422,2.787232217192596,0.00037063068772624774
