step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9945037961006165,exception: 'bool' object is not subscriptable,SAFE_QP,,"[1.0, 1.0]",
1,0.9941664934158325,exception: 'bool' object is not subscriptable,SAFE_QP,,"[0.6666666666652623, 0.6666666666674858]",
2,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-2.9798699715641994e-12, 1.7453550761604794e-12]",
3,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0250980813413487e-17, 8.394557392690802e-17]",
4,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.150017330823729e-17, 8.455678344772187e-17]",
5,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.02228732924315e-17, 8.395743921184641e-17]",
6,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0871849959617486e-17, 8.424370037600459e-17]",
7,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.12053902662863e-17, 8.433551253014424e-17]",
8,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.086785735886153e-17, 8.410159728121085e-17]",
9,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1414588121534357e-17, 8.425573833770178e-17]",
10,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.10617725605694e-17, 8.416960007275353e-17]",
11,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0883922183587476e-17, 8.403831572023563e-17]",
12,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1439259866980404e-17, 8.447847278733232e-17]",
13,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-2.9836336488837656e-17, 8.336899103926379e-17]",
14,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-2.94405874279254e-17, 8.339199624208973e-17]",
15,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.146251915449927e-17, 8.445850239067084e-17]",
16,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.175683749059398e-17, 8.454246004586419e-17]",
17,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.142975110019809e-17, 8.452995863313862e-17]",
18,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.144127986779309e-17, 8.469935764419414e-17]",
19,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.046893372040959e-17, 8.394677224230248e-17]",
20,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.034016049584166e-17, 8.405562412766304e-17]",
21,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0122860645274273e-17, 8.399880762774642e-17]",
22,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.094396842791824e-17, 8.422335825221129e-17]",
23,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0825279906813346e-17, 8.401873923268831e-17]",
24,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.084742495248356e-17, 8.422769812180468e-17]",
25,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.087079254156484e-17, 8.447020193866668e-17]",
26,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1603635933827326e-17, 8.461103560962646e-17]",
27,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.057715871652492e-17, 8.400806088698617e-17]",
28,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0620168472023086e-17, 8.436624850496517e-17]",
29,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0223668932221063e-17, 8.401044676681134e-17]",
30,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.088230881119017e-17, 8.41014132207475e-17]",
31,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1323666309581317e-17, 8.465728532182914e-17]",
32,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.097373274353637e-17, 8.415771275095857e-17]",
33,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.220573946829286e-17, 8.48841511317531e-17]",
34,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1946662793509484e-17, 8.474781058268624e-17]",
35,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0418127851897644e-17, 8.416444925753905e-17]",
36,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.12794460615088e-17, 8.447498858434861e-17]",
37,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0362423958889674e-17, 8.393233561859583e-17]",
38,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.204656776553255e-17, 8.507749978526807e-17]",
39,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.103250015980515e-17, 8.422462753696013e-17]",
40,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.028129071840249e-17, 8.389710484472205e-17]",
41,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.0782811307834484e-17, 8.445441418261542e-17]",
42,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.012331750855466e-17, 8.379607359224193e-17]",
43,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1508611241402066e-17, 8.447542918718264e-17]",
44,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.082988858918895e-17, 8.407346802922892e-17]",
45,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1756532573755474e-17, 8.455991984707927e-17]",
46,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-2.9947311475087773e-17, 8.362949756838446e-17]",
47,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.1269273906141497e-17, 8.430806517752149e-17]",
48,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.143249658890029e-17, 8.433064955889641e-17]",
49,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.10623521995642e-17, 8.445423132910935e-17]",
50,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.132837173187751e-17, 8.448078683491032e-17]",
51,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.151291129990077e-17, 8.458241264763011e-17]",
52,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.157053177124265e-17, 8.44129178484398e-17]",
53,0.9940699934959412,exception: 'bool' object is not subscriptable,SAFE_QP,,"[-3.2266721884872474e-17, 8.487977550391937e-17]",
