step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9866999387741089,Solve_Succeeded,MPC,28,"[[0.8241458535132138, -0.90042054041078], [0.3132073939111078, -0.03060113560517009], [0.013015928815283875, 0.0031309683323994947]]","[0.9900574088096619, 0.9902464747428894, 0.990216851234436]"
1,0.9900679588317871,Solve_Succeeded,MPC,20,"[[0.6025291792205288, -0.6048995015088503], [0.044925773019517334, -0.008956838224098766], [-0.0015475553553998649, 0.0035595213301522913]]","[0.9920428395271301, 0.9920698404312134, 0.9920320510864258]"
2,0.9930436611175537,Solved_To_Acceptable_Level,MPC,7,"[[0.07703145520311333, -0.035513728385697114], [0.0004775718880439912, 0.002730753619233248], [-0.0040701207689137955, 0.0036678463971684663]]","[0.9924289584159851, 0.992390513420105, 0.9923459887504578]"
3,0.9939470887184143,Solve_Succeeded,MPC,18,"[[-0.16295587165673564, 0.16883876032976955], [-0.008694612280005565, 0.005910127219686435], [-0.004323233406207217, 0.0038465148189977304]]","[0.9920638203620911, 0.9920132756233215, 0.9919697046279907]"
4,0.9941380023956299,Solved_To_Acceptable_Level,MPC,19,"[[-0.18025644642556468, 0.17366232592180045], [-0.010163179720582362, 0.0063795545238562925], [-0.0039818510612744315, 0.0038469686189951647]]","[0.9919971227645874, 0.9919434189796448, 0.9919005036354065]"
5,0.9942397475242615,Solved_To_Acceptable_Level,MPC,19,"[[-0.1853353044853508, 0.1801619828975995], [-0.008769991612398845, 0.0060100656121529795], [-0.0051620058341199345, 0.002961038014462359]]","[0.9919316172599792, 0.9918796420097351, 0.9918368458747864]"
6,0.994263768196106,Solved_To_Acceptable_Level,MPC,18,"[[-0.19497185515963347, 0.1941948611675251], [-0.011436226564591714, 0.006139107577784992], [-0.003417166258361158, 0.0036468138215709402]]","[0.9918428063392639, 0.9917876720428467, 0.9917430877685547]"
7,0.9941952228546143,Solved_To_Acceptable_Level,MPC,24,"[[-0.2003420610246651, 0.20069210079550034], [-0.011756016618074886, 0.006380460517485085], [-0.004603919351449986, 0.0035099703920593865]]","[0.9917731285095215, 0.9917159676551819, 0.9916729927062988]"
8,0.9940454363822937,Solve_Succeeded,MPC,21,"[[-0.1934998700837732, 0.1935153900034891], [-0.01117575719933167, 0.006244472108828959], [-0.00403199443093151, 0.0037992527815749358]]","[0.9917469024658203, 0.9916960597038269, 0.9916566014289856]"
9,0.993813693523407,Solved_To_Acceptable_Level,MPC,20,"[[-0.1752311766391592, 0.17504601919828883], [-0.009909695518113748, 0.0062695379510068925], [-0.004386517978952863, 0.004014249409080324]]","[0.9917688369750977, 0.9917185306549072, 0.9916772246360779]"
10,0.9935231804847717,Solved_To_Acceptable_Level,MPC,17,"[[-0.14849667485753393, 0.15100060339568894], [-0.010145209117344327, 0.005587705139814153], [-0.002872336843604279, 0.003676523694721995]]","[0.991814136505127, 0.9917647838592529, 0.9917206168174744]"
11,0.9931914806365967,Solved_To_Acceptable_Level,MPC,20,"[[-0.11108631320625427, 0.11422653723024398], [-0.008660742254291563, 0.005133206982034874], [-0.003299540668901184, 0.0037289719532659737]]","[0.9919084310531616, 0.9918593764305115, 0.9918265342712402]"
