episode,step,obstacle_id,center_x,center_y,length_x,length_y,theta,v0_x,v0_y,v1_x,v1_y,v2_x,v2_y,v3_x,v3_y,type
1,0,0,2.6510477030299135,2.239419046969447,0.7579300764119407,0.2955683955327865,1.3806307593985712,2.7245352555922646,1.8393512415785298,2.8678003205780116,2.583618076715257,2.5775601504675625,2.639486852360364,2.4342950854818155,1.8952200172236369,static
1,0,1,3.696506801520333,3.3854238554146807,0.656552874371341,0.7122077808750769,2.6413031609100894,4.155366666493354,3.54041748209981,3.579278460222605,3.8553524840304005,3.2376469365473124,3.2304302287295514,3.8137351428180613,2.915495226798961,static
1,0,2,0.9506593278980224,0.5386080064017786,0.6480967281487223,0.3381402347828922,0.7327818456431334,0.8228866331322349,0.19616649997138697,1.3046275554298532,0.6297043331773472,1.07843202266381,0.8810495128321703,0.5966911003661917,0.4475116796262101,static
1,0,3,3.626037813224273,1.4208871264562033,0.471255826083042,0.10372527131814195,-0.2341546676583511,3.3848067814262035,1.4251103573813255,3.8432024241146223,1.315769201445046,3.8672688450223425,1.416663895531081,3.4088732023339237,1.5260050514673607,static
1,0,4,1.456084077683383,3.1035095037737035,0.5938111081857693,0.330058641079305,0.40386668904588474,1.2479177718251457,2.8350800460118606,1.7939557981146308,3.068434081868743,1.6642503835416202,3.3719389615355464,1.1182123572521352,3.138584925678664,static
1,0,5,2.816794025584973,2.4925755773033353,0.6623243202129953,0.2250348928162567,-1.51397765979173,2.685652083893501,2.8168136737108953,2.7232642236731595,2.1555581768817182,2.947935967276445,2.1683374808957754,2.9103238274967866,2.8295929777249524,static
1,0,6,3.011238892064407,0.32297290638458254,0.5713681032269606,0.3947207373305157,0.12178122598163499,2.7516460891426537,0.09236920056612014,3.3187825410638108,0.16177924513789552,3.27083169498616,0.553576612203045,2.703695243065003,0.48416656763126953,static
1,0,7,2.6920667500127946,0.5205090109982198,0.1011316836450375,0.6924556820654569,-2.1186609585730243,2.4228512701579645,0.7440121377592069,2.370175256607519,0.657682218071342,2.9612822298676247,0.2970058842372326,3.0139582434180703,0.3833358039250976,static
1,0,8,1.7980266881863143,0.8553910096700408,0.5558534826389457,0.3070654409329284,-1.1926994899849932,1.5527408332785306,1.0570105007329147,1.757935479546566,0.5404175746249582,2.043312543094098,0.6537715186071669,1.8381178968260625,1.1703644447151234,static
1,0,9,1.0869403402444542,1.0961508860452485,0.7175530664217549,0.5663895476609903,-1.7461167229050352,0.8706658484166615,1.4988234886548017,0.7455076369895313,0.7922700050149395,1.3032148320722468,0.6934782834356953,1.428373043499377,1.4000317670755575,static
1,1,0,2.6510477030299135,2.239419046969447,0.7579300764119407,0.2955683955327865,1.3806307593985712,2.7245352555922646,1.8393512415785298,2.8678003205780116,2.583618076715257,2.5775601504675625,2.639486852360364,2.4342950854818155,1.8952200172236369,static
1,1,1,3.696506801520333,3.3854238554146807,0.656552874371341,0.7122077808750769,2.6413031609100894,4.155366666493354,3.54041748209981,3.579278460222605,3.8553524840304005,3.2376469365473124,3.2304302287295514,3.8137351428180613,2.915495226798961,static
1,1,2,0.9506593278980224,0.5386080064017786,0.6480967281487223,0.3381402347828922,0.7327818456431334,0.8228866331322349,0.19616649997138697,1.3046275554298532,0.6297043331773472,1.07843202266381,0.8810495128321703,0.5966911003661917,0.4475116796262101,static
1,1,3,3.626037813224273,1.4208871264562033,0.471255826083042,0.10372527131814195,-0.2341546676583511,3.3848067814262035,1.4251103573813255,3.8432024241146223,1.315769201445046,3.8672688450223425,1.416663895531081,3.4088732023339237,1.5260050514673607,static
1,1,4,1.456084077683383,3.1035095037737035,0.5938111081857693,0.330058641079305,0.40386668904588474,1.2479177718251457,2.8350800460118606,1.7939557981146308,3.068434081868743,1.6642503835416202,3.3719389615355464,1.1182123572521352,3.138584925678664,static
1,1,5,2.816794025584973,2.4925755773033353,0.6623243202129953,0.2250348928162567,-1.51397765979173,2.685652083893501,2.8168136737108953,2.7232642236731595,2.1555581768817182,2.947935967276445,2.1683374808957754,2.9103238274967866,2.8295929777249524,static
1,1,6,3.011238892064407,0.32297290638458254,0.5713681032269606,0.3947207373305157,0.12178122598163499,2.7516460891426537,0.09236920056612014,3.3187825410638108,0.16177924513789552,3.27083169498616,0.553576612203045,2.703695243065003,0.48416656763126953,static
1,1,7,2.6920667500127946,0.5205090109982198,0.1011316836450375,0.6924556820654569,-2.1186609585730243,2.4228512701579645,0.7440121377592069,2.370175256607519,0.657682218071342,2.9612822298676247,0.2970058842372326,3.0139582434180703,0.3833358039250976,static
1,1,8,1.7980266881863143,0.8553910096700408,0.5558534826389457,0.3070654409329284,-1.1926994899849932,1.5527408332785306,1.0570105007329147,1.757935479546566,0.5404175746249582,2.043312543094098,0.6537715186071669,1.8381178968260625,1.1703644447151234,static
