step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9557045698165894,Solved_To_Acceptable_Level,MPC,14,"[[-0.6518659496389007, -0.8181647801092871], [-0.4241313263134756, -0.32836755596702694], [-0.18432650418921362, -0.013842918703516673]]","[0.9683492183685303, 0.9733210206031799, 0.97357577085495]"
1,0.968291163444519,Solve_Succeeded,MPC,16,"[[-0.5009601464910339, -0.6019545188723885], [-0.2536967235617407, -0.049476680682797626], [-0.04959496560905963, 0.0009322323769326872]]","[0.9759047627449036, 0.9761973023414612, 0.9763044118881226]"
2,0.9792816638946533,Solved_To_Acceptable_Level,MPC,6,"[[-0.2576013918022354, -0.08190626332145834], [-0.049499767998792174, 0.00018328619912049213], [-0.0010558806573053633, 0.001920517782014499]]","[0.9771910905838013, 0.9771983027458191, 0.9769788384437561]"
3,0.9822269678115845,Solve_Succeeded,MPC,28,"[[-0.11430474457919965, 0.16185331147372514], [-0.010756856224366554, 0.009663280640385755], [0.0019024615361504442, 0.003645959709651363]]","[0.9761248826980591, 0.9749741554260254, 0.9722388386726379]"
4,0.9826308488845825,Solved_To_Acceptable_Level,MPC,27,"[[-0.2022188769331834, 0.18134876805468295], [-0.035198357498279396, 0.010191084209324052], [0.0016426759366231908, 0.004189520886333796]]","[0.974457323551178, 0.9714133143424988, 0.9633728265762329]"
5,0.982526421546936,Solve_Succeeded,MPC,30,"[[-0.28544739109646433, 0.18534590419333302], [-0.07105467395196105, 0.010428671601218867], [-0.00609907995853634, 0.003909525138465447]]","[0.97227543592453, 0.965976893901825, 0.9524901509284973]"
6,0.9819744825363159,Solve_Succeeded,MPC,32,"[[-0.30682308173609113, 0.1958135469066621], [-0.08850452568648395, 0.011084110782185552], [-0.009291645752798205, 0.003973226490361455]]","[0.9677129983901978, 0.956342875957489, 0.935001790523529]"
7,0.9800851345062256,Solve_Succeeded,MPC,28,"[[-0.27896393987814283, 0.20190542409009132], [-0.06988071087500773, 0.04531491024765717], [-0.01957859322444704, -0.05161325548279655]]","[0.9562174677848816, 0.9352962374687195, 0.911069929599762]"
8,0.9756317734718323,fail: Maximum_Iterations_Exceeded,SAFE_QP,100,"[1.0000000000600702, -0.5243958440898352]",[0.9608462452888489]
9,0.9768207669258118,Solve_Succeeded,MPC,17,"[[0.28787931013784956, 0.6760956113960794], [-0.4042337368201297, 0.04108098242500196], [-0.2498495001297674, 0.00791252176569049]]","[0.9426992535591125, 0.9194595813751221, 0.900525689125061]"
10,0.9646115303039551,Solve_Succeeded,MPC,17,"[[0.0018313955380103982, 0.3507115430628398], [-0.18998874608589292, 0.02476150960632386], [-0.024561534329193873, 0.009331193098545684]]","[0.930377721786499, 0.913832426071167, 0.894723117351532]"
11,0.9500746726989746,Solved_To_Acceptable_Level,MPC,22,"[[-0.16554253286698575, 0.11620353095057306], [-0.010313868420150673, 0.048565624124369086], [0.03332680434089445, -0.05960386389097144]]","[0.9181268811225891, 0.9007474780082703, 0.8792228698730469]"
12,0.9322794675827026,Solve_Succeeded,MPC,16,"[[-0.039306432243335826, 0.053531475740786844], [0.036770747747365905, -0.0055557118700266545], [-0.2949368773970816, 0.0037834682583916725]]","[0.9009369015693665, 0.8816138505935669, 0.8587791323661804]"
13,0.9154734015464783,Solved_To_Acceptable_Level,MPC,17,"[[0.11446523526094002, 0.03695084027045277], [-0.5263535293510099, 0.0028855098307203103], [0.12135027407773764, 0.043029249973053026]]","[0.8749011158943176, 0.859912097454071, 0.854559063911438]"
14,0.8969678282737732,Solved_To_Acceptable_Level,MPC,18,"[[-0.6245238404485743, 0.05079383660940918], [0.2838799195464412, 0.04884493255907058], [0.24757947572574757, 0.03998167951708883]]","[0.8567352890968323, 0.8513686656951904, 0.8477965593338013]"
