step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9182367324829102,Solve_Succeeded,MPC,4,"[[-0.3727345622994862, -0.41020322352259825], [-0.2255256969129521, -0.25002322680884004], [-0.1019503340124869, -0.1135241970990705]]","[0.9264326095581055, 0.9324201941490173, 0.9352761507034302]"
1,0.926559567451477,Solve_Succeeded,MPC,4,"[[-0.3029546556873618, -0.3358640108198732], [-0.1801906112838742, -0.20078921825851714], [-0.08081741861577411, -0.09024215348886483]]","[0.9350310564041138, 0.9400218725204468, 0.9413271546363831]"
2,0.9395812153816223,Solve_Succeeded,MPC,4,"[[-0.22839009542214486, -0.2548617623394889], [-0.13165876360134718, -0.14736476043024246], [-0.05711497912559125, -0.06395027463976023]]","[0.9422697424888611, 0.9446316361427307, 0.9452273845672607]"
3,0.9487707614898682,Solve_Succeeded,MPC,4,"[[-0.19041402906742416, -0.1437686963046925], [-0.10745143894666472, -0.07244863355680783], [-0.04584894154102919, -0.025535314074593193]]","[0.9468045830726624, 0.9472835063934326, 0.946889340877533]"
4,0.9515462517738342,Solve_Succeeded,MPC,9,"[[-0.1897507673620223, 0.0566375835103257], [-0.10827323189629523, 0.021977688195302842], [-0.046514446731717056, 0.011190760028348453]]","[0.9473592638969421, 0.9462270140647888, 0.9454857110977173]"
5,0.9525619149208069,Solved_To_Acceptable_Level,MPC,16,"[[-0.2096418769249801, 0.2044747531814038], [-0.1191585979212505, 0.049516009631647734], [-0.051605277325250574, 0.02109380016181026]]","[0.9440068602561951, 0.9426515698432922, 0.942075252532959]"
6,0.951499879360199,Solve_Succeeded,MPC,12,"[[-0.22672658139895477, 0.22249250678184984], [-0.13160774922510676, 0.06017297501427733], [-0.057223548188995735, 0.027256556719417926]]","[0.9403526782989502, 0.9396557211875916, 0.9391595721244812]"
7,0.9496006965637207,Solve_Succeeded,MPC,10,"[[-0.23253173432798488, 0.20527006878402923], [-0.13509836272772027, 0.07135094548387072], [-0.05894131440220288, 0.03354808341421398]]","[0.9380763173103333, 0.9374200105667114, 0.9368352890014648]"
8,0.9472261667251587,Solve_Succeeded,MPC,9,"[[-0.2203329900096707, 0.18977337037032924], [-0.12792443582667512, 0.08586348694342208], [-0.05559309076254838, 0.04317054230002714]]","[0.9368981122970581, 0.9359845519065857, 0.9369778037071228]"
9,0.9442262649536133,Solve_Succeeded,MPC,4,"[[-0.1927379551890024, 0.1799915074798465], [-0.10979606090794125, 0.1031328915458993], [-0.04733772268305696, 0.05171265282887171]]","[0.9366727471351624, 0.9370123744010925, 0.9385629296302795]"
