step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.988329291343689,Solved_To_Acceptable_Level,MPC,22,"[[0.8287200382445502, -0.8697166426678041], [0.30247874872842717, -0.16653289772945454], [0.010737223850312942, 0.0003655891697317371]]","[0.9909060597419739, 0.9916632771492004, 0.9916825890541077]"
1,0.9909061193466187,Solved_To_Acceptable_Level,MPC,19,"[[0.6022883848933074, -0.5970298163514048], [0.04248589559746108, -0.023565825012816514], [-0.001956954650236211, 0.002998104480091353]]","[0.9928821921348572, 0.9929765462875366, 0.9929562211036682]"22,0.9937381148338318,Solved_To_Acceptable_Level,MPC,6,"[[0.07402675152713237, -0.04820296264777736], [-0.000390942326346724, 0.0019204656292642224], [-0.004762104050525497, 0.003694717488481097]]","[0.9933001399040222, 0.993280291557312, 0.9932307600975037]"33,0.994393527507782,Solved_To_Acceptable_Level,MPC,21,"[[-0.1636419811175421, 0.16660252970564166], [-0.008629009282429836, 0.007547946387885674], [-0.004331945720678634, 0.003774783298050289]]","[0.9930574893951416, 0.9929913878440857, 0.9928891658782959]"44,0.9944983124732971,Solved_To_Acceptable_Level,MPC,26,"[[-0.17986282098759787, 0.17686737551373183], [-0.009744349324684288, 0.0076969322513743615], [-0.0037505830873755526, 0.0036815486680101786]]","[0.992944061756134, 0.9927941560745239, 0.9925,0.96788042783735,0.9944785237312317,Solve_Succeeded,MPC,25,"[[-0.18480789385540314, 0.18185066186095278], [-0.009818804284729237, 0.008106306562431567], [-0.003965491519926312, 0.0039012180129533837]]","[0.9927022457122803, 0.9922822713851929, 06,0.9684160351753235,Solved_To_Acceptable_Level,MPC,18,"[[-0.32755484437005145, 0.20114026505854143], [-0.04297331755407713, 0.0184403792025107], [0.001733459001669204, 0.009095566153148285]]","[0.9609113931655884, 0.9607616662979126, 0.9605863690376282]"
7,0.9687701463699341,Solve_Succeeded,MPC,18,"[[-0.27439172867798434, 0.19836609041639686], [-0.03098847948510531, 0.02285957724054753], [0.0010065247102107307, 0.005188307621497678]]","[0.9607250690460205, 0.9604151248931885, 0.9602223634719849]"
8,0.9679372906684875,Solve_Succeeded,MPC,16,"[[-0.1933792926142024, 0.19162112932815156], [-0.017638821014075677, 0.021743876902031674], [0.0025976184979690183, 0.006924286148451944]]","[0.9604048132896423, 0.9600639939308167, 0.9598510265350342]"
9,0.9667990803718567,Solved_To_Acceptable_Level,MPC,22,"[[-0.11998918811716025, 0.17351429743896457], [-0.008436871197825789, 0.022044726342453084], [0.0036178977669900137, 0.0074241636320900905]]","[0.9603301286697388, 0.9599552154541016, 0.9597986936569214]"
10,0.9657337069511414,Solve_Succeeded,MPC,15,"[[-0.06930909052967504, 0.14613431428108528], [-0.0030721643477803666, 0.019717659945124102], [0.00333137775397449, 0.008714685495570395]]","[0.9606561064720154, 0.9603462815284729, 0.9602305293083191]"
11,0.964763104915611,0.8684577345848083,Solved_To_Acceptable_Level,MPC,16,"[[-0.12601835739047412, 0.3741786252867874], [-0.0069251264394536655, 0.1887545784489691], [-0.014320665926553193, 0.1350171728157532]]","[0.8035151958465576, 0.7759496569633484, 0.747047512,0.9638330912,0.7925057411193848,Solved_To_Acceptable_Level,MPC,8,"[[-0.07117186037569301, 0.2330818810822563], [-0.01313471715737384, 0.16761368408855326], [-0.023216586926792435, 0.10925629862345536]]","[0.7592368721961975, 0.734324038028717, 0.713,0.9631227254867554,Solved_To_Acceptable_Level,MPC,11,"[[-0.0006402037923183114, 0.05864886161949951], [0.0033249357025134855, 0.013303214663333512], [0.003943186867650026, 0.006269023378718937]]","[0.9606581330299377, 0.960147500038147, 0.9596920013427734]"
]"
14,0.6682649850845337,Solved_To_Acceptable_Level,MPC,8,"[[-0.05091766467145556, 0.19979532702272254], [-0.009351718160602056, 0.10024809763237863], [-0.03645307192881625, 0.05637006205027189]]","[0.655133068561554, 0.6340323090553284, 0.6127734780311584]"
15,0.6217919588088989,Solved_To_Acceptable_Level,MPC,14,"[[-0.051655870530181676, 0.1459832649957752], [-0.024075878287341635, 0.08024770913052248], [-0.022400221718504643, 0.05172733290754535]]","[0.6014153957366943, 0.5823183059692383, 0.5639481544494629]"
16,0.5805343985557556,Solved_To_Acceptable_Level,MPC,25,"[[-0.045943109863598466, 0.11081614579993329], [-0.018901135301315423, 0.06800527354303286], [-0.04063836500293433, 0.036648593087720116]]","[0.557529628276825, 0.5399211049079895, 0.5227454900741577]"
17,0.5486922860145569,Solved_To_Acceptable_Level,MPC,70,"[[-0.03429322444303296, 0.09560601817655963], [-0.03160313798200762, 0.04332743109864134], [-0.04029307707792592, 0.01525659058175211]]","[0.5247669816017151, 0.508411705493927, 0.4925459921360016]"
18,0.5276165008544922,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[-0.042547171570515074, 0.0656717550302485], [-0.06002213699306072, 0.0026379808508740286], [0.008251231019232884, 0.02475874229780842]]","[0.5020939111709595, 0.48680296540260315, 0.4717298150062561]"
19,0.5113994479179382,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[-0.1001293969428498, 0.0033647663456064765], [0.031148387208629814, 0.030742404956904897], [0.005299352391847785, 0.01661050292145282]]","[0.48741060495376587, 0.4725853502750397, 0.4581128656864166]"
20,0.49763956665992737,fail: Maximum_Iterations_Exceeded,SAFE_QP,100,"[-0.5247009239213374, -0.19758858161987342]",[0.3555808961391449]
21,0.4411577880382538,Solved_To_Acceptable_Level,MPC,26,"[[0.47622126705611695, 0.06461303446618889], [0.0663430747180489, 0.10060406384306801], [0.013316731288407714, 0.060309920094882764]]","[0.4147711992263794, 0.4063481390476227, 0.39673957228660583]"
22,0.4424859881401062,Solved_To_Acceptable_Level,MPC,14,"[[0.14045918414155711, 0.11247811969384186], [0.043583243504421346, 0.06570389988088435], [-0.0045580410884590895, 0.02648789943083737]]","[0.4093676209449768, 0.3966248035430908, 0.3842151463031769]"
23,0.4253444969654083,Solved_To_Acceptable_Level,MPC,15,"[[-0.012779808191441106, 0.06966215277861287], [-0.012422046156671945, 0.016774012986449493], [-0.02207628842225915, 0.002980680404455985]]","[0.39401429891586304, 0.38183942437171936, 0.3699788749217987]"
24,0.4155868589878082,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[-0.07580742925059353, 0.0050729537522826275], [-0.023648552088126336, -0.010293927121002676], [-0.04242560230645141, -0.016308017659833873]]","[0.3903155028820038, 0.3784712255001068, 0.366868257522583]"
25,0.41168463230133057,Solved_To_Acceptable_Level,MPC,20,"[[-0.01982419135500549, -0.0015870643430916597], [-0.10103426596546598, -0.05573271443345815], [-0.0394547199467637, -0.024197506224823417]]","[0.39332646131515503, 0.381501168012619, 0.3700881898403168]"
26,0.4064390957355499,Solved_To_Acceptable_Level,MPC,48,"[[-0.19295055046267465, -0.08880578991416055], [-0.018525220384299785, -0.025454752098852316], [0.003229458830576433, -0.005646322793002416]]","[0.3943813443183899, 0.38269099593162537, 0.3712627589702606]"
27,0.39874544739723206,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[-0.03949219056120768, -0.021031586298046287], [0.015346090994977971, -0.008981495863328106], [-0.001408933669609495, -0.007512776460929631]]","[0.3906915485858917, 0.3792298138141632, 0.36817070841789246]"
28,0.39071086049079895,Solved_To_Acceptable_Level,MPC,8,"[[0.015563986574603495, 0.005389789203477257], [0.006454725343755275, -0.010580560665228488], [0.0032495149594865213, -0.005371635238262014]]","[0.38211849331855774, 0.370757520198822, 0.35975924134254456]"
29,0.3824419677257538,Solved_To_Acceptable_Level,MPC,21,"[[-0.009133542673811524, -0.0008884710649813178], [0.007345297972650885, -0.009486903499854002], [0.0036825117233064966, -0.0049022510745056706]]","[0.37301671504974365, 0.3619016408920288, 0.351073294878006]"
30,0.37979379296302795,Solved_To_Acceptable_Level,MPC,11,"[[-0.02489172304955425, -0.0037366359409333194], [0.0033747437224918055, -0.012753783447904486], [0.028228143509495325, -0.030652986717615915]]","[0.37039005756378174, 0.35935261845588684, 0.34879806637763977]"
31,0.37355440855026245,Solved_To_Acceptable_Level,MPC,88,"[[-0.04089702629936744, -0.01228539836150715], [0.005417261921733531, -0.012803181391218811], [0.03421723631080232, -0.027508451131127775]]","[0.36446064710617065, 0.35361337661743164, 0.34331831336021423]"
32,0.3807321786880493,Solved_To_Acceptable_Level,MPC,81,"[[-0.04116355092881526, -0.004272218390593305], [0.007852723659125087, -0.017041912628705413], [0.09201890238677876, -0.058838711347618186]]","[0.37493640184402466, 0.3637843132019043, 0.3535575568675995]"
33,0.3784349262714386,Solved_To_Acceptable_Level,MPC,56,"[[-0.058397600236667735, -0.016488927037701415], [0.006859907272557508, -0.020285333228077445], [0.09755099595503795, -0.057014712451735575]]","[0.37304726243019104, 0.36201009154319763, 0.3517605662345886]"
34,0.37640124559402466,Solved_To_Acceptable_Level,MPC,17,"[[-0.022902984379157346, -0.0083864022180779], [0.01523116447429493, -0.01853181564767977], [0.09679720333696659, -0.05794697414872818]]","[0.3716743588447571, 0.360707551240921, 0.35048046708106995]"
35,0.4022982716560364,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[0.0099837837172594, 0.017087503170716868], [0.2429393779582571, -0.13272061517527012], [-0.011984634000450092, 0.06439858639403853]]","[0.4021562933921814, 0.3919481337070465, 0.3810631036758423]"
36,0.4676426947116852,Solved_To_Acceptable_Level,MPC,29,"[[-0.022148710022445874, 0.07185135294843403], [0.266144462866882, -0.35293237476887795], [0.01044390964105036, 0.13825840386510488]]","[0.4954249858856201, 0.49261611700057983, 0.4824589192867279]"
37,0.4905623495578766,Solved_To_Acceptable_Level,MPC,50,"[[-0.054882596301664484, 0.04191217217376722], [0.28307283580186315, -0.38256951560156166], [0.033109425134171436, 0.13250188644912794]]","[0.5280659198760986, 0.5266990661621094, 0.5173346400260925]"
38,0.695673942565918,Solved_To_Acceptable_Level,MPC,48,"[[-0.013188414280082635, 0.00024735380166294145], [0.40061423382220546, -0.33217896357927407], [-0.05227775370320753, -0.1060689832065658]]","[0.7259281277656555, 0.7108233571052551, 0.6968132853507996]"
39,0.7160521745681763,Solved_To_Acceptable_Level,MPC,19,"[[0.03437744264237929, -0.024490758029220357], [0.3715198550731027, -0.32911148230997245], [-0.04060574316508047, -0.09967509636666595]]","[0.7378186583518982, 0.7217855453491211, 0.7059842944145203]"
40,0.7842558026313782,fail: Maximum_Iterations_Exceeded,SAFE_QP,100,"[-0.8366287095457499, -0.28317253544797183]",[0.3063585162162781]
41,0.7707400321960449,Solve_Succeeded,MPC,23,"[[0.5036640785824217, -0.43113260598508063], [0.43975664596327935, -0.08649597874154716], [0.16483669787316532, -0.4825579853517851]]","[0.7726394534111023, 0.7520390748977661, 0.7300170660018921]"
42,0.7106396555900574,Solved_To_Acceptable_Level,MPC,35,"[[0.5522319125064771, -0.4936529523858982], [0.20325310544687603, -0.05213148526426371], [-0.02000994080232336, 0.16119926958005742]]","[0.6863052845001221, 0.6574040055274963, 0.6843920350074768]"
43,0.7180539965629578,Solve_Succeeded,MPC,9,"[[0.2124835716109456, -0.1990860043722797], [0.0034884027981817657, -0.04994191291188682], [0.006203940157132066, 0.09282709739321639]]","[0.6684761047363281, 0.6494850516319275, 0.6281426548957825]"
44,0.616547167301178,Solve_Succeeded,MPC,19,"[[-0.060115889807603635, -0.057317619277455545], [-0.054807017281575394, 0.15219575734307517], [0.008661926100557053, -0.4349029687175505]]","[0.5010614395141602, 0.4839363992214203, 0.4855818450450897]"
45,0.6300809979438782,Maximum_Iterations_Exceeded_FeasibleRestored,MPC,100,"[[-0.07354524320496879, -0.09946636291895788], [-0.010678960828296094, -0.10429524161711597], [-0.02719156108743743, -0.3902744242337326]]","[0.5458377003669739, 0.5298678278923035, 0.5263663530349731]"
46,0.6122989058494568,Solved_To_Acceptable_Level,MPC,11,"[[-0.0015631563726897007, -0.17319743294391463], [0.03039875511390047, -0.20283966619755123], [-0.05140844001870495, -0.21178714691660883]]","[0.5761179327964783, 0.5613391399383545, 0.5775575041770935]"
47,0.487273246049881,Solve_Succeeded,MPC,14,"[[0.07691206209060122, -0.36858455149933583], [-0.04898744939946168, -0.10062139816283373], [-0.009355417549240401, -0.00012162570895106254]]","[0.5196363925933838, 0.5408340096473694, 0.6448232531547546]"
48,0.42941999435424805,Solve_Succeeded,MPC,7,"[[-0.017815656099429204, -0.15384023022427432], [-0.005270642551067366, -0.0017427961236869878], [-0.003990875399594074, 0.003104833976514811]]","[0.5325692296028137, 0.6043458580970764, 0.7013729810714722]"
49,0.5298938155174255,Solved_To_Acceptable_Level,MPC,7,"[[-0.004023934208611159, 0.01262757213778668], [-0.0047708067219845145, 0.003969832736234655], [-0.004594246996618298, 0.0038714420806438936]]","[0.6373491287231445, 0.7147673964500427, 0.7746161818504333]"
50,0.590621292591095,Solved_To_Acceptable_Level,MPC,5,"[[-0.010158210196045457, 0.015139050882648324], [-0.006028054802897933, 0.004174389331324868], [-0.002624879567747746, 0.0031225256451416685]]","[0.7043544054031372, 0.7712634801864624, 0.8263936042785645]"
51,0.675532877445221,Solved_To_Acceptable_Level,MPC,8,"[[-0.01702417910731425, -0.006274117315626253], [-0.00851246096949433, 0.0030404337220925047], [-0.004586367989575823, 0.0034172300630371977]]","[0.7777248620986938, 0.8337516784667969, 0.8687154054641724]"
52,0.757179319858551,Solved_To_Acceptable_Level,MPC,9,"[[-0.023195412079959614, -0.006656544978731224], [-0.011047526500052024, 0.002611951616151466], [-0.004955626598955637, 0.0034486955002606197]]","[0.840154230594635, 0.8723096251487732, 0.8988757729530334]"
53,0.813360333442688,Solved_To_Acceptable_Level,MPC,11,"[[-0.026507438096087656, 0.006042160430699162], [-0.008839974107942235, 0.0036649275911840996], [-0.007698359842006941, 0.003745013087819955]]","[0.875791609287262, 0.8985865116119385, 0.906409502029419]"
54,0.8595112562179565,Solved_To_Acceptable_Level,MPC,15,"[[-0.025871094832231142, 0.01886930372449272], [-0.008118266286513461, 0.004170806404217829], [-0.0059647127254775865, 0.0034960018506089243]]","[0.9014565944671631, 0.9065282940864563, 0.9095743894577026]"
55,0.8912376761436462,Solve_Succeeded,MPC,22,"[[-0.023702560613057814, 0.026039709458143254], [-0.008607638124848585, 0.00415131200013783], [-0.00651633965191071, 0.0034902120621710985]]","[0.9067383408546448, 0.9098809957504272, 0.9123334884643555]"
56,0.9082539677619934,Solved_To_Acceptable_Level,MPC,21,"[[-0.022166404076867523, 0.027119933458486165], [-0.016629091602596898, 0.0031779551911206337], [-0.00035609505495854744, 0.006012451006197089]]","[0.9108590483665466, 0.9130046367645264, 0.9106049537658691]"
57,0.9100108742713928,Solve_Succeeded,MPC,6,"[[-0.023585095801268965, 0.02687648323838512], [-0.009058073874835171, 0.004090880733673486], [-0.005202295675333046, 0.003873185377889485]]","[0.9128386974334717, 0.9101131558418274, 0.9029192328453064]"
58,0.9135039448738098,Solve_Succeeded,MPC,5,"[[-0.02190874015445067, 0.024876253159127015], [-0.010858813603943675, 0.003987682221651888], [-0.0051278473304187016, 0.003825218525461589]]","[0.9095233082771301, 0.9037871956825256, 0.9238905310630798]"
59,0.9134424924850464,Solve_Succeeded,MPC,5,"[[-0.02237789855860456, 0.022890960439493457], [-0.012101618493671685, 0.004181871055806094], [-0.005026325680553629, 0.003526058817071363]]","[0.9048516750335693, 0.9254146814346313, 0.9503650069236755]"
60,0.9055458903312683,Solve_Succeeded,MPC,5,"[[-0.023567555920392575, 0.021544376606057264], [-0.012705983005468565, 0.003946204689546758], [-0.005759718506660951, 0.003671325920086932]]","[0.9272425770759583, 0.9503642320632935, 0.9655147790908813]"
61,0.9159466624259949,Solve_Succeeded,MPC,5,"[[-0.02461011863910382, 0.020249043492317886], [-0.014330123710461476, 0.00372362708330293], [-0.006692533223823831, 0.0036043470070832315]]","[0.95221346616745, 0.9659566283226013, 0.9763595461845398]"
62,0.9425077438354492,Solved_To_Acceptable_Level,MPC,6,"[[-0.02656280615963362, 0.017846182806556896], [-0.017587522487481865, 0.004972109209708514], [-0.010057888947885214, 0.004559422092296622]]","[0.966606855392456, 0.9751561284065247, 0.9811510443687439]"
63,0.9641155004501343,Solved_To_Acceptable_Level,MPC,12,"[[-0.028611826871548576, 0.019247057084756776], [-0.022057786356749202, 0.004171646289124436], [-0.013527586268065125, 0.0034015012182874154]]","[0.9769513607025146, 0.9812895655632019, 0.9854415655136108]"
64,0.974108099937439,Solve_Succeeded,MPC,10,"[[-0.03954568174210441, 0.01687354966490729], [-0.027761824801423824, 0.003915568050741871], [-0.018507420589276423, 0.003643166655125484]]","[0.9814732670783997, 0.9841351509094238, 0.9867134690284729]"
65,0.9823691844940186,Solved_To_Acceptable_Level,MPC,11,"[[-0.052100911067299104, 0.016579744021240468], [-0.037809442481149654, 0.003855368465882606], [-0.021126827977102473, 0.003693929429835583]]","[0.9855014681816101, 0.9866654872894287, 0.9883091449737549]"
66,0.9850631952285767,Solved_To_Acceptable_Level,MPC,12,"[[-0.06755435527030167, 0.016305565466808628], [-0.048829371243451936, 0.0039125499510268], [-0.02681154341658419, 0.003777477336837563]]","[0.9866876006126404, 0.9873368740081787, 0.9884482026100159]"
67,0.9866506457328796,Solved_To_Acceptable_Level,MPC,11,"[[-0.08069284835436413, 0.016213031481218745], [-0.05609027707458787, 0.003939403877949711], [-0.02747932661042652, 0.0035420195886528504]]","[0.9873310923576355, 0.98765629529953, 0.9884518980979919]"
