step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9540461897850037,Solved_To_Acceptable_Level,MPC,19,"[[-0.8941382127707278, -0.2756117066828465], [-0.05552067493468557, -0.16595606814005343], [0.0017325072354007556, -0.07727768511173073]]","[0.9592552781105042, 0.9613896012306213, 0.96235191822052]1,01,0.959241509437561,Solve_Succeeded,MPC,17,"[[-0.5972384110832113, -0.2215483952455636], [-0.01409998819200337, -0.13062005733984702], [0.003366947532300975, -0.05805939896659071]]","[0.9635387659072876, 0.9649940729141235, 0.9657119512557983]"
2,0.9661341905593872,Solve_Succeeded,MPC,8,"[[-0.03619098255819924, -0.16607832269776146], [0.0024722376690743653, -0.09441606661068676], [0.0036176866821468205, -0.0381519409930866]]","[0.9656943678855896, 0.9666173458099365, 0.9670432806015015]"
3,0.9712234735488892,Solved_To_Acceptable_Level,MPC,6,"[[-0.04921075281898986, -0.08960289375314091], [0.002970614022493162, -0.04070948392022333], [0.0031791935316738806, -0.007236069364755393]]","[0.9677648544311523, 0.9682801365852356, 0.9684993624687195]"
4,0.9756084680557251,Solve_Succeeded,MPC,7,"[[-0.2555020291608536, 0.0020033896813536865], [-0.002523595138269882, 0.011008573823207378], [0.0035779933538866637, 0.006533100148840072]]","[0.9699947237968445, 0.9700775146484375, 0.9702125787734985]"
5,0.9777582883834839,Solve_Succeeded,MPC,17,"[[-0.34939852786365116, 0.08831435829225794], [-0.005137680110922065, 0.06096625508882287], [0.003427411228930336, 0.03204654312580933]]","[0.9718849658966064, 0.9715485572814941, 0.9715108275413513]"
6,0.9780324697494507,S6,0.9935506582260132,Solved_To_Acceptable_Level,MPC,26,"[[-0.19524553435053288, 0.19362679045718698], [-0.008156642222986853, 0.0058353282229643665], [-0.004121654361579653, 0.003957253942606256]]","[0.9911587238311768, 0.99096822737,0.9772924184799194,Solve_Suc7,0.9936325550079346,Solved_To_Acceptable_Level,MPC,22,"[[-0.2006492497282836, 0.2005863443503103], [-0.008929522692172752, 0.005787898012411567], [-0.0038069475499330624, 0.004141631114378994]]","[0.99128597974777228,0.9765052795410156,Solved_To_Acceptable_L8,0.9933375120162964,Solve_Succeeded,MPC,22,"[[-0.19347008098182814, 0.19354828940253935], [-0.008717022788840425, 0.005820806763799958], [-0.00377078977216861, 0.004022696579453327]]","[0.9913052320480347, 0.991269,0.9755544662475586,Solve_Succeede9,0.9935784339904785,Solved_To_Acceptable_Level,MPC,21,"[[-0.17515194637563586, 0.17566504726392007], [-0.00885540162959608, 0.00556641068258049], [-0.0036508462679883114, 0.0041492929191402714]]","[0.991560220710,0.9746127724647522,Solve_Succeeded,MPC,19,"[[-10,0.9932440519332886,Solve_Succeeded,MPC,17,"[[-0.14988054775109444, 0.15094800438439124], [-0.007587586725169758, 0.005403861590387629], [-0.0038247389935803554, 0.003916492734292742]]","[0.99136511,0.9735753536224365,Solve_Succeeded,MPC,13,"[[-0.03656025445345275, 0.22577364187548413], [0.0023691835637783864, 0.14064582296717693], [0.00364519112476681, 0.0647187610585655]]","[0.9707928895950317, 0.9696303009986877, 0.969144880771637]"
12,0.9723869562149048,Solve_Succeeded,MPC,7,"[[-0.01431802993529777, 0.21271751886613696], [0.0030859977558960906, 0.12740025423970858], [0.003512941986369482, 0.058398951570336366]]","[0.969438910484314, 0.9683493375778198, 0.967919111251831]"
13,0.9710989594459534,Solve_Succeeded,MPC,12,"[[0.002022034297924743, 0.19190413,0.9926193356513977,Solved_To_Acceptable_Level,MPC,16,"[[-0.05287196533505474, 0.054545869746284295], [-0.004801494012570842, 0.003642870894953684], [-0.00339711973414,0.969749927520752,Solve_Succeeded,MPC,14,"[[0.012832018554721412, 0.17207716430906228], [0.0035435048688498, 0.10821519492745736], [0.0035373437016963673, 0.05106543132772261]]","[0.9670071005821228, 0.9659415483474731, 0.9654231071472168]"
15,0.9684820175170898,Solved_To_Acceptable_Level,MPC,10,"[[0.019353779314095643, 0.14289244988826438], [0.003914201112343958, 0.10388518201132975], [0.003612905634841297, 0.044401362648631454]]","[0.9659489393234253, 0.9648233652114868, 0.9643518328666687]"
16,0.967461884021759,Solved_To_Acceptable_Level,MPC,11,"[[0.022297645311527912, 0.13782300055885613], [0.003798802420516782, 0.08605180805155502], [0.0033830836632737166, 0.03713012991219184]]","[0.964798629283905, 0.963848888874054, 0.9634291529655457]"
17,0.966385543346405,Solve_Succeeded,MPC,15,"[[0.02381904335019816, 0.1270659348874135], [0.003708451772417609, 0.07652567687955245], [0.003656685123484208, 0.034285676869227025]]","[0.9637027382850647, 0.9628152847290039, 0.9623901844024658]"
18,0.9651603698730469,Solve_Succeeded,MPC,15,"[[0.023469481928718325, 0.10994494773235115], [0.003698799812003561, 0.0654078319434041], [0.003674448740566563, 0.028615821583525793]]","[0.9626767039299011, 0.961871862411499, 0.9614461064338684]"
19,0.9640458226203918,Solve_Succeeded,MPC,14,"[[0.02252501192047012, 0.09202361365716186], [0.0037995462698786515, 0.05428242047062169], [0.0035193220542765694, 0.02358368292463992]]","[0.9617205858230591, 0.9609825015068054, 0.9605937600135803]"
20,0.9628830552101135,Solved_To_Acceptable_Level,MPC,13,"[[0.02150592364517195, 0.07425653572682599], [0.0035214727915773383, 0.04314178578487221], [0.003600364967828561, 0.022904545100830297]]","[0.960861325263977, 0.9602240920066833, 0.9597344398498535]"
21,0.9619512557983398,Solved_To_Acceptable_Level,MPC,11,"[[0.020358707707827006, 0.06135297208984699], [0.0033646960271355173, 0.035503159862099586], [0.003921965344158475, 0.015543257870148482]]","[0.9601103067398071, 0.959480345249176, 0.95882248878479]"
22,0.9611255526542664,Solve_Succeeded,MPC,9,"[[0.019062773879645913, 0.04681909435890528], [0.0035311035177720547, 0.0263555106358321], [0.00373021887569624, 0.010368431563790092]]","[0.9594067931175232, 0.9586144685745239, 0.9574929475784302]"
23,0.9603379368782043,Solved_To_Acceptable_Level,MPC,6,"[[0.01803425233223366, 0.030829438710547795], [0.003451987232663363, 0.014994880854793577], [0.004799292277263934, 0.003957626075647762]]","[0.9585655927658081, 0.9573417901992798, 0.9555995464324951]"
24,0.9595478177070618,Solved_To_Acceptable_Level,MPC,6,"[[0.01766368024044605, 0.018797439845700096], [0.0033663562214289334, 0.0075254729193128195], [0.004580134030354324, 0.001968758494623518]]","[0.957395076751709, 0.9556058049201965, 0.9526795744895935]"
25,0.9584601521492004,Solved_To_Acceptable_Level,MPC,6,"[[0.016929982212890608, 0.010920953710109238], [0.00336680425510904, 0.0043281701318573906], [0.004420570160554189, 0.001064418268724159]]","[0.9554411172866821, 0.952298104763031, 0.9460471272468567]"
26,0.9566386342048645,Solved_To_Acceptable_Level,MPC,6,"[[0.0164183598619548, 0.0059093046240801], [0.0034827914974754886, 0.0019141707650932676], [0.004056338802843436, 0.0001918229203484322]]","[0.9519749283790588, 0.9453458189964294, 0.9341846704483032]"
27,0.9538279175758362,Solve_Succeeded,MPC,6,"[[0.01625278138719448, 0.002068708280554468], [0.0036064870760389176, -3.4153818013492605e-05], [0.0035782945747266574, -0.0004403632398789291]]","[0.9447083473205566, 0.933332622051239, 0.9148884415626526]"
28,0.9483100771903992,Solved_To_Acceptable_Level,MPC,64,"[[0.015690649423692173, 0.021457946968649163], [-0.01970057355878562, 0.021537361474182226], [0.2009903612903021, -0.3619384280567374]]","[0.932101309299469, 0.9110270738601685, 0.88237464427948]"
29,0.9355872869491577,Solved_To_Acceptable_Level,MPC,23,"[[0.007139719175259784, 0.061500911021592594], [0.24358055482735086, -0.4607304303164483], [0.343733559634498, -0.06672901589835838]]","[0.9016815423965454, 0.8728461265563965, 0.8414016962051392]"
