episode,step,agent_id,pos_x,pos_y,vel_x,vel_y,goal_x,goal_y,goal_vel_x,goal_vel_y
1,0,0,2.3,2.0,0.0,0.0,3.0,3.7,0.0,0.0
1,0,1,2.0,2.3,0.0,0.0,3.5,3.0,0.0,0.0
1,0,2,3.0,3.2,0.0,0.0,2.6,3.5,0.0,0.0
1,0,3,2.0,3.5,0.0,0.0,3.5,3.5,0.0,0.0
1,1,0,2.3,2.0,0.2300319906703797,0.2671693733015061,3.0,3.7,0.0,0.0
1,1,1,2.0,2.3,0.26463102439736125,0.23077335889216694,3.5,3.0,0.0,0.0
1,1,2,3.0,3.2,-0.19255931841709015,0.15679764025454904,2.6,3.5,0.0,0.0
1,1,3,2.0,3.5,0.26461953445109465,3.4744546431657777e-06,3.5,3.5,0.0,0.0
1,2,0,2.306900959720111,2.008015081199045,0.4946797407444896,0.35680129336751953,3.0,3.7,0.0,0.0
1,2,1,2.0079389307319206,2.306923200766765,0.5340955231914432,0.31508339040274247,3.5,3.0,0.0,0.0
1,2,2,2.9942232204474872,3.2047039292076365,-0.2516277447841455,0.19885363656463448,2.6,3.5,0.0,0.0
1,2,3,2.007938586033533,3.5000001042336395,0.5341056667008778,-0.09006251822593062,3.5,3.5,0.0,0.0
1,3,0,2.3217413519424457,2.0187191200000707,0.623645155066925,0.27457650387998334,3.0,3.7,0.0,0.0
1,3,1,2.023961796427664,2.316375702478847,0.6332329662726346,0.2634874240664785,3.5,3.0,0.0,0.0
1,3,2,2.986674388103963,3.2106695383045754,-0.23796347870541226,0.19380835074956534,2.6,3.5,0.0,0.0
1,3,3,2.0239617560345593,3.4972982286868617,0.6331879442205858,-0.18014453062865116,3.5,3.5,0.0,0.0
1,4,0,2.3404507065944533,2.0269564151164703,0.6566850163793769,0.19944627176393862,3.0,3.7,0.0,0.0
1,4,1,2.042958785415843,2.3242803252008413,0.6607587369230793,0.19269247870435144,3.5,3.0,0.0,0.0
1,4,2,2.9795354837428007,3.216483788827062,-0.18639901097533476,0.1645085577244809,2.6,3.5,0.0,0.0
1,4,3,2.042957394361177,3.4918938927680023,0.6605566008941972,-0.25793940854942554,3.5,3.5,0.0,0.0
1,5,0,2.3601512570858345,2.0329398032693886,0.6693558530924069,0.2021882912696207,3.0,3.7,0.0,0.0
1,5,1,2.0627815475235356,2.3300610995619717,0.6766022500180051,0.18748979463858537,3.5,3.0,0.0,0.0
1,5,2,2.973943513413541,3.2214190455587963,-0.17250885127639895,0.15145930180865344,2.6,3.5,0.0,0.0
1,5,3,2.0627740923880027,3.4841557105115197,0.6765837490653791,-0.30441943693284357,3.5,3.5,0.0,0.0
1,6,0,2.3802319326786066,2.039005452007477,0.6716505224193574,0.2540630145542402,3.0,3.7,0.0,0.0
1,6,1,2.083079615024076,2.3356857934011295,0.6820291061543898,0.2330483049183453,3.5,3.0,0.0,0.0
1,6,2,2.9687682478752486,3.225962824613056,-0.20109436452389393,0.16971854027288383,2.6,3.5,0.0,0.0
1,6,3,2.0830716048599642,3.4750231274035346,0.682261959336882,-0.3236101774004716,3.5,3.5,0.0,0.0
1,7,0,2.400381448351187,2.0466273424441046,0.6619546530567068,0.3200024170905623,3.0,3.7,0.0,0.0
1,7,1,2.1035404882087074,2.34267724254868,0.6737309214316753,0.2977518699915125,3.5,3.0,0.0,0.0
1,7,2,2.9627354169395317,3.2310543808212424,-0.2555584219843253,0.21436268360066565,2.6,3.5,0.0,0.0
1,7,3,2.103539463640071,3.4653148220815204,0.6737504582169317,-0.30777778954862495,3.5,3.5,0.0,0.0
1,8,0,2.4202400879428883,2.0562274149568216,0.6415998250436942,0.37809847634389304,3.0,3.7,0.0,0.0
1,8,1,2.1237524158516576,2.3516097986484255,0.6537490362127883,0.3585986815931017,3.5,3.0,0.0,0.0
1,8,2,2.955068664280002,3.237485261329262,-0.3188431102597493,0.27257769479007044,2.6,3.5,0.0,0.0
1,8,3,2.1237519773865787,3.4560814883950615,0.6537924632512304,-0.27419837424319493,3.5,3.5,0.0,0.0
1,9,0,2.439488082694199,2.0675703692471386,0.6141621488829473,0.4211477674665084,3.0,3.7,0.0,0.0
1,9,1,2.1433648869380413,2.3623677590962187,0.6265927376523062,0.4048069791677914,3.5,3.0,0.0,0.0
1,9,2,2.9455033709722094,3.2456625921729643,-0.3774353104536986,0.3327981145248122,2.6,3.5,0.0,0.0
1,9,3,2.1433657512841156,3.4478555371677655,0.6266294794896287,-0.22233066827948011,3.5,3.5,0.0,0.0
1,10,0,2.4579129471606875,2.0802048022711337,0.5836908846854587,0.4517143289384461,3.0,3.7,0.0,0.0
1,10,1,2.1621626690676106,2.3745119684712526,0.5965988866512407,0.4296586524528817,3.5,3.0,0.0,0.0
1,10,2,2.9341803116585985,3.2556465356087085,-0.41893502214323997,0.3835784193129429,2.6,3.5,0.0,0.0
1,10,3,2.1621646356688045,3.4411856171193813,0.5963862019628666,-0.16671951023244627,3.5,3.5,0.0,0.0
1,11,0,2.4754236737012514,2.093756232139287,0.5541210155324842,0.4737936058392428,3.0,3.7,0.0,0.0
1,11,1,2.180060635667148,2.387401728044839,0.5751310933320953,0.34247803236515106,3.5,3.0,0.0,0.0
1,11,2,2.9216122609943014,3.267153888188097,-0.4439623283530698,0.41968158178581416,2.6,3.5,0.0,0.0
1,11,3,2.1800562217276904,3.4361840318124077,0.5662999920818036,-0.11106173260546567,3.5,3.5,0.0,0.0
1,12,0,2.492047304167226,2.107970040314464,0.5304439856095317,0.489549916700465,3.0,3.7,0.0,0.0
1,12,1,2.1973145684671107,2.3976760690157937,0.43298245194419005,0.47114605966571477,3.5,3.0,0.0,0.0
1,12,2,2.9082933911437094,3.2797443356416713,-0.45931677746733457,0.44159993880364845,2.6,3.5,0.0,0.0
1,12,3,2.1970452214901446,3.432852179834244,0.5425213279523203,-0.0628874409067835,3.5,3.5,0.0,0.0
1,13,0,2.507960623735512,2.122656537815478,0.5136286898177268,0.5003755602964646,3.0,3.7,0.0,0.0
1,13,1,2.2103040420254363,2.411810450805765,0.3131653247207703,0.5164583051203503,3.5,3.0,0.0,0.0
1,13,2,2.894513887819689,3.2929923338057807,-0.4699393994525002,0.45357855127895363,2.6,3.5,0.0,0.0
1,13,3,2.213320861328714,3.4309655566070405,0.5259120355178459,-0.022892121585140646,3.5,3.5,0.0,0.0
1,14,0,2.523369484430044,2.137667804624372,0.50221045920961,0.5070594636567042,3.0,3.7,0.0,0.0
1,14,1,2.2196990017670593,2.4273041999593756,0.21953049186951434,0.5100473251497203,3.5,3.0,0.0,0.0
1,14,2,2.880415705836114,3.3065996903441492,-0.47746658899875416,0.4607524731030098,2.6,3.5,0.0,0.0
1,14,3,2.2290982223942493,3.4302787929594865,0.5144858763873402,0.014316209967558946,3.5,3.5,0.0,0.0
1,15,0,2.538435798206332,2.152879588534073,0.4944504751489962,0.5105821602342415,3.0,3.7,0.0,0.0
1,15,1,2.2262849165231446,2.4426056197138672,0.1743860558048694,0.49817970176373394,3.5,3.0,0.0,0.0
1,15,2,2.8660917081661514,3.3204222645372394,-0.4822006624035585,0.4655208353000989,2.6,3.5,0.0,0.0
1,15,3,2.2445327986858694,3.4307082792585133,0.5070938754079329,0.04633456489433324,3.5,3.5,0.0,0.0
1,16,0,2.553269312460802,2.1681970533411,0.4896469228386826,0.5119909475732702,3.0,3.7,0.0,0.0
1,16,1,2.2315164981972906,2.457551010766779,0.14453524605094314,0.50130707503996,3.5,3.0,0.0,0.0
1,16,2,2.8516256882940447,3.3343878895962424,-0.48418173420202104,0.4672391089894602,2.6,3.5,0.0,0.0
1,16,3,2.259745614948107,3.432098316205343,0.5024890869681131,0.07348763001097461,3.5,3.5,0.0,0.0
1,17,0,2.5679587201459624,2.1835567817682984,0.3837225525821394,0.5157351684085313,3.0,3.7,0.0,0.0
1,17,1,2.235852555578819,2.4725902230179777,0.10678374127093007,0.5009564299807076,3.5,3.0,0.0,0.0
1,17,2,2.8371002362679842,3.3484050628659263,-0.4841601017987289,0.4657870867192335,2.6,3.5,0.0,0.0
1,17,3,2.2748202875571506,3.434302945105672,0.4997262008938882,0.09076988830983151,3.5,3.5,0.0,0.0
1,18,0,2.5794703967234267,2.1990288368205544,0.41507843881895823,0.5156243461988217,3.0,3.7,0.0,0.0
1,18,1,2.239056067816947,2.487618915917399,0.0809005082637702,0.5070455106850217,3.5,3.0,0.0,0.0
1,18,2,2.8225754332140225,3.3623786754675034,-0.4827132123470782,0.4606954586809128,2.6,3.5,0.0,0.0
1,18,3,2.2898120735839673,3.437026041754967,0.4985140417168331,0.10970449646322059,3.5,3.5,0.0,0.0
1,19,0,2.5919227498879955,2.2144975672065192,0.4971259225711161,0.4266770861222061,3.0,3.7,0.0,0.0
1,19,1,2.24148308306486,2.5028302812379497,0.05616329601396114,0.5042831499692284,3.5,3.0,0.0,0.0
1,19,2,2.80809403684361,3.376199539227931,-0.4801722856626818,0.4498264254218135,2.6,3.5,0.0,0.0
1,19,3,2.304767494835472,3.4403171766488634,0.4981896522933098,0.12529895874468722,3.5,3.5,0.0,0.0
1,20,0,2.606836527565129,2.2272978797901852,0.5327599961069037,0.23920089557713223,3.0,3.7,0.0,0.0
1,20,1,2.243167981945279,2.5179587757370268,0.038348650144876956,0.5109908386609193,3.5,3.0,0.0,0.0
1,20,2,2.7936888682737298,3.3896943319905852,-0.47730039422358717,0.43394070219743763,2.6,3.5,0.0,0.0
1,20,3,2.3197131844042715,3.444076145411204,0.4983377448280203,0.1358173984218988,3.5,3.5,0.0,0.0
1,21,0,2.622819327448336,2.2344739066574992,0.5324712448597997,-0.05485465246255988,3.0,3.7,0.0,0.0
1,21,1,2.244318441449625,2.5332885008968544,0.01867404102993507,0.5046660244185746,3.5,3.0,0.0,0.0
1,21,2,2.779369856447022,3.4027125530565083,-0.4737040161836569,0.4138820566448371,2.6,3.5,0.0,0.0
1,21,3,2.334663316749112,3.4481506673638607,0.4987446932045074,0.14082771874706626,3.5,3.5,0.0,0.0
1,22,0,2.6387934647941296,2.2328282670836224,0.5010801186402638,0.13337778155561916,3.0,3.7,0.0,0.0
1,22,1,2.2448786626805233,2.548428481629412,0.011096972361315321,0.49952789527085795,3.5,3.0,0.0,0.0
1,22,2,2.7651587359615126,3.4151290147558533,-0.4695105347378218,0.39048024539741455,2.6,3.5,0.0,0.0
1,22,3,2.349625657545247,3.4523754989262727,0.4992661953496167,0.1426998086543151,3.5,3.5,0.0,0.0
1,23,0,2.6538258683533376,2.236829600530291,0.4342974883669113,0.4462084322432849,3.0,3.7,0.0,0.0
1,23,1,2.2452115718513626,2.5634143184875375,0.009855415442634158,0.49934711530146614,3.5,3.0,0.0,0.0
1,23,2,2.751073419919378,3.4268434221177757,-0.463479917772341,0.3648881695276496,2.6,3.5,0.0,0.0
1,23,3,2.3646036434057356,3.456656493185902,0.49977925604898976,0.14139711090341148,3.5,3.5,0.0,0.0
1,24,0,2.6668547930043447,2.2502158534975893,0.5050931425988318,0.3114874301487467,3.0,3.7,0.0,0.0
1,24,1,2.2455072343146414,2.5783947319465814,0.010752145352325465,0.5013637088422275,3.5,3.0,0.0,0.0
1,24,2,2.7371690223862077,3.437790067203605,-0.4558473077655062,0.33784017950782774,2.6,3.5,0.0,0.0
1,24,3,2.3795970210872053,3.4608984065130044,0.5001709769208267,0.14015212957872755,3.5,3.5,0.0,0.0
1,25,0,2.6820075872823095,2.2595604764020516,0.5341863213522196,0.2081277545150891,3.0,3.7,0.0,0.0
1,25,1,2.245829798675211,2.593435643211848,0.006793747420729232,0.49682208278387885,3.5,3.0,0.0,0.0
1,25,2,2.7234936031532424,3.44792527258884,-0.4502091577573243,0.3113994177107474,2.6,3.5,0.0,0.0
1,25,3,2.3946021503948303,3.465102970400366,0.500421104027335,0.1388421335097978,3.5,3.5,0.0,0.0
1,26,0,2.698033176922876,2.265804309037504,0.5164880413691989,0.31205582111489205,3.0,3.7,0.0,0.0
1,26,1,2.246033611097833,2.6083403056953647,-0.009306663454270336,0.47922949080155897,3.5,3.0,0.0,0.0
