episode,step,agent_id,axis,true_pos,eso_pos,pos_error,true_vel,eso_vel,vel_error,true_dist,eso_dist,dist_error,measurement_error
1,0,0,x,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,y,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,x,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,y,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,x,0.5,0.502,0.0020000000000000018,0.3,0.27113248654051875,-0.028867513459481242,3.0,-0.17003741005141795,-3.170037410051418,0.0020000000000000018
1,1,0,y,2.0,2.002,0.0019999999999997797,0.3,0.2711324865405219,-0.028867513459478078,3.0,-0.17003741005139908,-3.1700374100513993,0.0019999999999997797
1,1,1,x,2.0,2.002,0.0019999999999997797,0.3,0.2711324865405219,-0.028867513459478078,3.0,-0.17003741005139908,-3.1700374100513993,0.0019999999999997797
1,1,1,y,0.5,0.502,0.0020000000000000018,0.3,0.27113248654051875,-0.028867513459481242,3.0,-0.17003741005141795,-3.170037410051418,0.0020000000000000018
1,2,0,x,0.509,0.514367710775474,0.005367710775474044,0.5899999999995786,0.4536730286087334,-0.13632697139084526,3.0,-0.3558948624494065,-3.3558948624494063,0.005367710775474044
1,2,0,y,2.009,2.0143677107754785,0.005367710775478596,0.5900000000002457,0.45367302860933056,-0.1363269713909151,3.0,-0.3558948624498218,-3.355894862449822,0.005367710775478596
1,2,1,x,2.009,2.014367710775474,0.005367710775474155,0.5899999999995786,0.4536730286087276,-0.13632697139085104,3.0,-0.35589486244944424,-3.3558948624494445,0.005367710775474155
1,2,1,y,0.509,0.5143677107754785,0.005367710775478485,0.5900000000002457,0.4536730286093363,-0.13632697139090938,3.0,-0.3558948624497841,-3.355894862449784,0.005367710775478485
1,3,0,x,0.5266999999999874,0.5326408582763337,0.0059408582763462725,0.5899999999982055,0.3569125394351381,-0.2330874605630674,3.0,-0.5948937420573488,-3.594893742057349,0.0059408582763462725
1,3,0,y,2.026700000000007,2.0326408582763738,0.005940858276366701,0.5900000000010049,0.35691253943744505,-0.2330874605635599,3.0,-0.5948937420607981,-3.594893742060798,0.005940858276366701
1,3,1,x,2.026699999999987,2.0326408582763333,0.0059408582763462725,0.5899999999982055,0.3569125394351329,-0.2330874605630726,3.0,-0.5948937420573608,-3.594893742057361,0.0059408582763462725
1,3,1,y,0.5267000000000074,0.5326408582763742,0.005940858276366812,0.5900000000010049,0.35691253943745627,-0.23308746056354868,3.0,-0.5948937420607481,-3.594893742060748,0.005940858276366812
1,4,0,x,0.5443999999999336,0.549527277131869,0.005127277131935393,0.5899999999982054,0.3053961336520323,-0.28460386634617313,3.0,-0.50914555067167,-3.50914555067167,0.005127277131935393
1,4,0,y,2.0444000000000373,2.0495272771319972,0.005127277131959929,0.5900000000010048,0.3053961336535174,-0.2846038663474874,3.0,-0.5091455506819935,-3.5091455506819935,0.005127277131959929
1,4,1,x,2.0443999999999334,2.049527277131869,0.005127277131935504,0.5899999999982054,0.30539613365203133,-0.2846038663461741,3.0,-0.5091455506716591,-3.509145550671659,0.005127277131935504
1,4,1,y,0.5444000000000375,0.5495272771319974,0.005127277131959929,0.5900000000010048,0.30539613365352697,-0.28460386634747786,3.0,-0.509145550681952,-3.5091455506819518,0.005127277131959929
1,5,0,x,0.5620999999998798,0.5669874441178469,0.004887444117967044,0.5899999999982055,0.29499507237078537,-0.29500492762742014,3.0,-0.23790372694126782,-3.237903726941268,0.004887444117967044
1,5,0,y,2.0621000000000675,2.066987444118051,0.004887444117983364,0.5900000000010048,0.2949950723716961,-0.29500492762930874,3.0,-0.2379037269556341,-3.237903726955634,0.004887444117983364
1,5,1,x,2.0620999999998797,2.0669874441178466,0.004887444117966933,0.5899999999982055,0.29499507237078837,-0.29500492762741715,3.0,-0.2379037269412383,-3.237903726941238,0.004887444117966933
1,5,1,y,0.5621000000000677,0.5669874441180511,0.004887444117983475,0.5900000000010048,0.29499507237170225,-0.2950049276293026,3.0,-0.23790372695561568,-3.237903726955616,0.004887444117983475
1,6,0,x,0.579799999999826,0.5846992865250439,0.004899286525217872,0.5899999999982054,0.30048636082401636,-0.28951363917418904,3.0,0.06739851309621092,-2.9326014869037893,0.004899286525217872
1,6,0,y,2.079800000000098,2.084699286525328,0.004899286525230195,0.5900000000010048,0.30048636082464825,-0.2895136391763566,3.0,0.06739851307985556,-2.932601486920144,0.004899286525230195
1,6,1,x,2.079799999999826,2.0846992865250438,0.004899286525217761,0.5899999999982054,0.30048636082402325,-0.28951363917418216,3.0,0.06739851309624822,-2.932601486903752,0.004899286525217761
1,6,1,y,0.5798000000000978,0.5846992865253282,0.004899286525230417,0.5900000000010048,0.3004863608246585,-0.2895136391763463,3.0,0.06739851307990352,-2.9326014869200963,0.004899286525230417
1,7,0,x,0.5974999999997722,0.6024978556222209,0.004997855622448699,0.5899999999982055,0.31087581124579033,-0.2791241887524152,3.0,0.34867364840842674,-2.6513263515915733,0.004997855622448699
1,7,0,y,2.097500000000128,2.1024978556225875,0.004997855622459468,0.5900000000010048,0.31087581124630315,-0.2791241887547017,3.0,0.34867364839116854,-2.6513263516088315,0.004997855622459468
1,7,1,x,2.0974999999997723,2.102497855622221,0.00499785562244881,0.5899999999982055,0.3108758112457947,-0.2791241887524108,3.0,0.34867364840843407,-2.6513263515915657,0.00499785562244881
1,7,1,y,0.5975000000001279,0.6024978556225873,0.004997855622459357,0.5900000000010048,0.310875811246307,-0.27912418875469786,3.0,0.34867364839118586,-2.651326351608814,0.004997855622459357
1,8,0,x,0.6151999999997184,0.6203150650482461,0.005115065048527656,0.5899999999982054,0.3217504860314538,-0.2682495139667516,3.0,0.5884846118171441,-2.411515388182856,0.005115065048527656
1,8,0,y,2.1152000000001583,2.120315065048696,0.005115065048537648,0.5900000000010048,0.32175048603191125,-0.2682495139690936,3.0,0.5884846117994313,-2.4115153882005687,0.005115065048537648
1,8,1,x,2.1151999999997186,2.1203150650482465,0.005115065048527878,0.5899999999982054,0.32175048603146494,-0.26824951396674046,3.0,0.5884846118171894,-2.411515388182811,0.005115065048527878
1,8,1,y,0.6152000000001581,0.6203150650486956,0.005115065048537537,0.5900000000010048,0.321750486031919,-0.2682495139690858,3.0,0.5884846117994675,-2.4115153882005327,0.005115065048537537
1,9,0,x,0.6328999999996646,0.6381249180569304,0.0052249180572657705,0.5899999999982055,0.3315100042422474,-0.2584899957559581,3.0,0.7856154100667125,-2.2143845899332875,0.0052249180572657705
1,9,0,y,2.1329000000001885,2.1381249180574637,0.005224918057275207,0.5900000000010048,0.33151000424268745,-0.2584899957583174,3.0,0.7856154100487984,-2.2143845899512016,0.005224918057275207
1,9,1,x,2.132899999999665,2.138124918056931,0.0052249180572658815,0.5899999999982055,0.33151000424224863,-0.2584899957559569,3.0,0.7856154100666968,-2.214384589933303,0.0052249180572658815
1,9,1,y,0.6329000000001882,0.6381249180574635,0.0052249180572753184,0.5900000000010048,0.3315100042426865,-0.2584899957583183,3.0,0.7856154100487778,-2.214384589951222,0.0052249180572753184
1,10,0,x,0.6505999999996108,0.6559192067851533,0.00531920678554243,0.5899999999982054,0.3397273166194833,-0.2502726833787221,3.0,0.9446700914810784,-2.055329908518922,0.00531920678554243
1,10,0,y,2.150600000000219,2.1559192067857706,0.0053192067855518665,0.5900000000010048,0.33972731661991884,-0.250272683381086,3.0,0.9446700914630384,-2.0553299085369616,0.0053192067855518665
1,10,1,x,2.1505999999996113,2.155919206785154,0.005319206785542541,0.5899999999982054,0.3397273166194809,-0.2502726833787245,3.0,0.9446700914810435,-2.0553299085189565,0.005319206785542541
1,10,1,y,0.6506000000002183,0.6559192067857702,0.0053192067855518665,0.5900000000010048,0.3397273166199144,-0.25027268338109043,3.0,0.9446700914630097,-2.05532990853699,0.0053192067855518665
1,11,0,x,0.668299999999557,0.6736969211002527,0.005396921100695673,0.5899999999982055,0.34643664380219363,-0.24356335619601188,3.0,1.071745805938912,-1.928254194061088,0.005396921100695673
1,11,0,y,2.168300000000249,2.1736969211009542,0.005396921100705221,0.5900000000010048,0.34643664380263156,-0.24356335619837327,3.0,1.0717458059207992,-1.9282541940792008,0.005396921100705221
1,11,1,x,2.1682999999995576,2.173696921100253,0.005396921100695451,0.5899999999982055,0.34643664380219363,-0.24356335619601188,3.0,1.0717458059388962,-1.9282541940611038,0.005396921100695451
