episode,step,agent_id,axis,true_pos,eso_pos,pos_error,true_vel,eso_vel,vel_error,true_dist,eso_dist,dist_error,measurement_error
1,0,0,x,2.455340287807246,2.455340287807246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,y,0.709163264608208,0.709163264608208,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,1,x,0.26079373107912684,0.26079373107912684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,y,1.0644314990737453,1.0644314990737453,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,2,x,2.744200386266575,2.744200386266575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,y,2.9424100029893006,2.9424100029893006,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,3,x,2.465888706367286,2.465888706367286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,3,y,0.23115255202401763,0.23115255202401763,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,4,x,2.6427989332891983,2.6427989332891983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,4,y,0.3407500012222391,0.3407500012222391,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,5,x,1.9723699663987453,1.9723699663987453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,5,y,2.6962424846981854,2.6962424846981854,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,6,x,0.25649010930376437,0.25649010930376437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,6,y,2.5922744743126325,2.5922744743126325,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,7,x,0.541249596031564,0.541249596031564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,7,y,2.0954072902888354,2.0954072902888354,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,8,x,1.313438970496122,1.313438970496122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,8,y,1.3483888499141754,1.3483888499141754,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,9,x,0.16250888537333252,0.16250888537333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,9,y,1.9171682656220892,1.9171682656220892,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,10,x,1.0669489285615934,1.0669489285615934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,10,y,2.4181229258316836,2.4181229258316836,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,0,11,x,0.9762477266315619,0.9762477266315619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,11,y,1.2536736776275461,1.2536736776275461,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
