episode,step,agent_id,cbf_value,margin_violation,grad_x,grad_y,grad_vx,grad_vy,drift_term,control_coeff_x,control_coeff_y
1,0,0,0.9945037961006165,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0.9941664934158325,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,0,0.9940699934959412,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
