episode,step,agent_id,true_dist_x,true_dist_y,eso_dist_x,eso_dist_y
1,0,0,0.0,0.0,0.0,0.0
1,0,1,0.0,0.0,0.0,0.0
1,1,0,0.0,0.0,-0.17003741005141795,-0.17003741005139908
1,1,1,0.0,0.0,-0.17003741005139908,-0.17003741005141795
1,2,0,0.0,0.0,-0.3558948624494065,-0.3558948624498218
1,2,1,0.0,0.0,-0.35589486244944424,-0.3558948624497841
1,3,0,0.0,0.0,-0.7276279701731236,-0.7276279701745015
1,3,1,0.0,0.0,-0.7276279701732178,-0.7276279701744639
1,4,0,0.0,0.0,-1.0158828845291448,-1.015882884531542
1,4,1,0.0,0.0,-1.015882884529201,-1.0158828845315422
1,5,0,0.0,0.0,-1.0600735631201923,-1.06007356312427
1,5,1,0.0,0.0,-1.0600735631201923,-1.060073563124289
1,6,0,0.0,0.0,-1.0401723263912466,-1.0401723263956262
1,6,1,0.0,0.0,-1.0401723263912466,-1.040172326395683
1,7,0,0.0,0.0,-1.0128694957907265,-1.012869495795087
1,7,1,0.0,0.0,-1.0128694957907074,-1.0128694957951063
1,8,0,0.0,0.0,-0.989380233099634,-0.9893802331038438
1,8,1,0.0,0.0,-0.9893802330995394,-0.989380233103882
1,9,0,0.0,0.0,-0.970667059464954,-0.9706670594691262
1,9,1,0.0,0.0,-0.9706670594649727,-0.9706670594691078
1,10,0,0.0,0.0,-0.9559827687064825,-0.9559827687105413
1,10,1,0.0,0.0,-0.9559827687064634,-0.955982768710542
1,11,0,0.0,0.0,-0.944491895201352,-0.9444918952052974
1,11,1,0.0,0.0,-0.9444918952013707,-0.9444918952053358
1,12,0,0.0,0.0,-0.9355039211490314,-0.9355039211529389
1,12,1,0.0,0.0,-0.935503921149012,-0.9355039211529773
1,13,0,0.0,0.0,-0.928474049243151,-0.9284740492470587
1,13,1,0.0,0.0,-0.9284740492431319,-0.9284740492470591
1,14,0,0.0,0.0,-0.9229757025774601,-0.9229757025813677
1,14,1,0.0,0.0,-0.922975702577441,-0.9229757025813303
1,15,0,0.0,0.0,-0.9186752174379533,-0.9186752174417665
1,15,1,0.0,0.0,-0.9186752174379154,-0.918675217441805
1,16,0,0.0,0.0,-0.9153116273595093,-0.9153116273633035
1,16,1,0.0,0.0,-0.915311627359528,-0.9153116273633232
1,17,0,0.0,0.0,-0.9126808217747853,-0.9126808217787117
1,17,1,0.0,0.0,-0.9126808217748607,-0.9126808217786183
1,18,0,0.0,0.0,-0.9106231577394653,-0.9106231577432785
1,18,1,0.0,0.0,-0.910623157739503,-0.9106231577432984
1,19,0,0.0,0.0,-0.9090137718742856,-0.9090137718780986
1,19,1,0.0,0.0,-0.9090137718742477,-0.9090137718780996
1,20,0,0.0,0.0,-0.9077550032788466,-0.9077550032827163
1,20,1,0.0,0.0,-0.9077550032788654,-0.9077550032826607
1,21,0,0.0,0.0,-0.9067704672446179,-0.9067704672484499
1,21,1,0.0,0.0,-0.9067704672445989,-0.9067704672484318
1,22,0,0.0,0.0,-0.9060004200681498,-0.9060004200720386
1,22,1,0.0,0.0,-0.9060004200681122,-0.906000420071945
1,23,0,0.0,0.0,-0.9053981336780629,-0.9053981336818199
1,23,1,0.0,0.0,-0.9053981336780446,-0.9053981336818209
1,24,0,0.0,0.0,-0.9049270600779207,-0.9049270600816967
1,24,1,0.0,0.0,-0.9049270600779215,-0.9049270600816977
1,25,0,0.0,0.0,-0.9045586135375281,-0.9045586135413423
1,25,1,0.0,0.0,-0.9045586135375666,-0.9045586135413053
1,26,0,0.0,0.0,-0.9042704359510867,-0.9042704359548632
1,26,1,0.0,0.0,-0.9042704359510872,-0.904270435954864
1,27,0,0.0,0.0,-0.9040450401006163,-0.9040450401043552
1,27,1,0.0,0.0,-0.9040450401005791,-0.9040450401043746
1,28,0,0.0,0.0,-0.9038687484950034,-0.9038687484987613
1,28,1,0.0,0.0,-0.9038687484949851,-0.9038687484987805
1,29,0,0.0,0.0,-0.9037308633913613,-0.903730863395138
1,29,1,0.0,0.0,-0.9037308633913621,-0.9037308633951385
1,30,0,0.0,0.0,-0.9036230176334991,-0.9036230176372567
1,30,1,0.0,0.0,-0.9036230176335565,-0.9036230176372759
1,31,0,0.0,0.0,-0.9035386669155702,-0.9035386669193086
1,31,1,0.0,0.0,-0.9035386669156087,-0.903538666919366
1,32,0,0.0,0.0,-0.9034726926597749,-0.9034726926635697
1,32,1,0.0,0.0,-0.9034726926597187,-0.9034726926635329
1,33,0,0.0,0.0,-0.9034210914103983,-0.9034210914141738
1,33,1,0.0,0.0,-0.9034210914103988,-0.903421091414156
1,34,0,0.0,0.0,-0.9033807318958615,-0.9033807318996372
1,34,1,0.0,0.0,-0.9033807318958621,-0.9033807318996381
1,35,0,0.0,0.0,-0.9033491650165074,-0.9033491650203018
1,35,1,0.0,0.0,-0.9033491650164513,-0.9033491650203029
1,36,0,0.0,0.0,-0.903324475228186,-0.9033244752319425
1,36,1,0.0,0.0,-0.903324475228168,-0.9033244752319438
1,37,0,0.0,0.0,-0.9033051643028783,-0.9033051643067103
1,37,1,0.0,0.0,-0.9033051643028602,-0.9033051643066362
1,38,0,0.0,0.0,-0.9032900604133058,-0.9032900604171002
1,38,1,0.0,0.0,-0.9032900604133255,-0.9032900604171015
1,39,0,0.0,0.0,-0.9032782470239613,-0.9032782470277176
