episode,step,agent_id,solver_status,solve_time,action_x,action_y,feasible,eso_action_x,eso_action_y,compensated_x,compensated_y
1,0,0,mpc_success,0.01,10.0,10.0,True,10.0,10.0,10.0,10.0
1,0,1,mpc_success,0.01,10.0,10.0,True,10.0,10.0,10.0,10.0
1,1,0,mpc_success,0.01,6.666666666652623,6.666666666674857,True,6.666666666652623,6.666666666674857,6.666666666652623,6.666666666674857
1,1,1,mpc_success,0.01,6.666666666652623,6.666666666674857,True,6.666666666652623,6.666666666674857,6.666666666652623,6.666666666674857
1,2,0,mpc_success,0.01,-2.979869971564199e-11,1.7453550761604793e-11,True,-2.979869971564199e-11,1.7453550761604793e-11,-2.979869971564199e-11,1.7453550761604793e-11
1,2,1,mpc_success,0.01,-2.979869971564199e-11,1.7453550761604793e-11,True,-2.979869971564199e-11,1.7453550761604793e-11,-2.979869971564199e-11,1.7453550761604793e-11
1,3,0,mpc_success,0.01,-3.0250980813413486e-16,8.394557392690802e-16,True,-3.0250980813413486e-16,8.394557392690802e-16,-3.0250980813413486e-16,8.394557392690802e-16
1,3,1,mpc_success,0.01,-3.0250980813413486e-16,8.394557392690802e-16,True,-3.0250980813413486e-16,8.394557392690802e-16,-3.0250980813413486e-16,8.394557392690802e-16
1,4,0,mpc_success,0.01,-3.150017330823729e-16,8.455678344772187e-16,True,-3.150017330823729e-16,8.455678344772187e-16,-3.150017330823729e-16,8.455678344772187e-16
1,4,1,mpc_success,0.01,-2.979181504397647e-16,8.353638190167668e-16,True,-2.979181504397647e-16,8.353638190167668e-16,-2.979181504397647e-16,8.353638190167668e-16
1,5,0,mpc_success,0.01,-3.02228732924315e-16,8.395743921184641e-16,True,-3.02228732924315e-16,8.395743921184641e-16,-3.02228732924315e-16,8.395743921184641e-16
1,5,1,mpc_success,0.01,-3.02228732924315e-16,8.395743921184641e-16,True,-3.02228732924315e-16,8.395743921184641e-16,-3.02228732924315e-16,8.395743921184641e-16
1,6,0,mpc_success,0.01,-3.0871849959617484e-16,8.424370037600458e-16,True,-3.0871849959617484e-16,8.424370037600458e-16,-3.0871849959617484e-16,8.424370037600458e-16
1,6,1,mpc_success,0.01,-3.0871849959617484e-16,8.424370037600458e-16,True,-3.0871849959617484e-16,8.424370037600458e-16,-3.0871849959617484e-16,8.424370037600458e-16
1,7,0,mpc_success,0.01,-3.12053902662863e-16,8.433551253014423e-16,True,-3.12053902662863e-16,8.433551253014423e-16,-3.12053902662863e-16,8.433551253014423e-16
1,7,1,mpc_success,0.01,-3.12053902662863e-16,8.433551253014423e-16,True,-3.12053902662863e-16,8.433551253014423e-16,-3.12053902662863e-16,8.433551253014423e-16
1,8,0,mpc_success,0.01,-3.086785735886153e-16,8.410159728121085e-16,True,-3.086785735886153e-16,8.410159728121085e-16,-3.086785735886153e-16,8.410159728121085e-16
1,8,1,mpc_success,0.01,-3.086785735886153e-16,8.410159728121085e-16,True,-3.086785735886153e-16,8.410159728121085e-16,-3.086785735886153e-16,8.410159728121085e-16
1,9,0,mpc_success,0.01,-3.1414588121534355e-16,8.425573833770177e-16,True,-3.1414588121534355e-16,8.425573833770177e-16,-3.1414588121534355e-16,8.425573833770177e-16
1,9,1,mpc_success,0.01,-3.1414588121534355e-16,8.425573833770177e-16,True,-3.1414588121534355e-16,8.425573833770177e-16,-3.1414588121534355e-16,8.425573833770177e-16
1,10,0,mpc_success,0.01,-3.10617725605694e-16,8.416960007275352e-16,True,-3.10617725605694e-16,8.416960007275352e-16,-3.10617725605694e-16,8.416960007275352e-16
1,10,1,mpc_success,0.01,-3.10617725605694e-16,8.416960007275352e-16,True,-3.10617725605694e-16,8.416960007275352e-16,-3.10617725605694e-16,8.416960007275352e-16
1,11,0,mpc_success,0.01,-3.0883922183587476e-16,8.403831572023563e-16,True,-3.0883922183587476e-16,8.403831572023563e-16,-3.0883922183587476e-16,8.403831572023563e-16
1,11,1,mpc_success,0.01,-3.0883922183587476e-16,8.403831572023563e-16,True,-3.0883922183587476e-16,8.403831572023563e-16,-3.0883922183587476e-16,8.403831572023563e-16
1,12,0,mpc_success,0.01,-3.14392598669804e-16,8.447847278733231e-16,True,-3.14392598669804e-16,8.447847278733231e-16,-3.14392598669804e-16,8.447847278733231e-16
1,12,1,mpc_success,0.01,-3.14392598669804e-16,8.447847278733231e-16,True,-3.14392598669804e-16,8.447847278733231e-16,-3.14392598669804e-16,8.447847278733231e-16
1,13,0,mpc_success,0.01,-2.9836336488837654e-16,8.336899103926379e-16,True,-2.9836336488837654e-16,8.336899103926379e-16,-2.9836336488837654e-16,8.336899103926379e-16
1,13,1,mpc_success,0.01,-2.9836336488837654e-16,8.336899103926379e-16,True,-2.9836336488837654e-16,8.336899103926379e-16,-2.9836336488837654e-16,8.336899103926379e-16
1,14,0,mpc_success,0.01,-2.9440587427925397e-16,8.339199624208972e-16,True,-2.9440587427925397e-16,8.339199624208972e-16,-2.9440587427925397e-16,8.339199624208972e-16
1,14,1,mpc_success,0.01,-2.9440587427925397e-16,8.339199624208972e-16,True,-2.9440587427925397e-16,8.339199624208972e-16,-2.9440587427925397e-16,8.339199624208972e-16
1,15,0,mpc_success,0.01,-3.146251915449927e-16,8.445850239067083e-16,True,-3.146251915449927e-16,8.445850239067083e-16,-3.146251915449927e-16,8.445850239067083e-16
1,15,1,mpc_success,0.01,-3.146251915449927e-16,8.445850239067083e-16,True,-3.146251915449927e-16,8.445850239067083e-16,-3.146251915449927e-16,8.445850239067083e-16
1,16,0,mpc_success,0.01,-3.1756837490593977e-16,8.454246004586419e-16,True,-3.1756837490593977e-16,8.454246004586419e-16,-3.1756837490593977e-16,8.454246004586419e-16
1,16,1,mpc_success,0.01,-3.1756837490593977e-16,8.454246004586419e-16,True,-3.1756837490593977e-16,8.454246004586419e-16,-3.1756837490593977e-16,8.454246004586419e-16
1,17,0,mpc_success,0.01,-3.1429751100198085e-16,8.452995863313862e-16,True,-3.1429751100198085e-16,8.452995863313862e-16,-3.1429751100198085e-16,8.452995863313862e-16
1,17,1,mpc_success,0.01,-3.1429751100198085e-16,8.452995863313862e-16,True,-3.1429751100198085e-16,8.452995863313862e-16,-3.1429751100198085e-16,8.452995863313862e-16
1,18,0,mpc_success,0.01,-3.144127986779309e-16,8.469935764419413e-16,True,-3.144127986779309e-16,8.469935764419413e-16,-3.144127986779309e-16,8.469935764419413e-16
1,18,1,mpc_success,0.01,-3.144127986779309e-16,8.469935764419413e-16,True,-3.144127986779309e-16,8.469935764419413e-16,-3.144127986779309e-16,8.469935764419413e-16
1,19,0,mpc_success,0.01,-3.046893372040959e-16,8.394677224230248e-16,True,-3.046893372040959e-16,8.394677224230248e-16,-3.046893372040959e-16,8.394677224230248e-16
1,19,1,mpc_success,0.01,-3.046893372040959e-16,8.394677224230248e-16,True,-3.046893372040959e-16,8.394677224230248e-16,-3.046893372040959e-16,8.394677224230248e-16
1,20,0,mpc_success,0.01,-3.0340160495841654e-16,8.405562412766304e-16,True,-3.0340160495841654e-16,8.405562412766304e-16,-3.0340160495841654e-16,8.405562412766304e-16
1,20,1,mpc_success,0.01,-3.0340160495841654e-16,8.405562412766304e-16,True,-3.0340160495841654e-16,8.405562412766304e-16,-3.0340160495841654e-16,8.405562412766304e-16
1,21,0,mpc_success,0.01,-3.012286064527427e-16,8.399880762774642e-16,True,-3.012286064527427e-16,8.399880762774642e-16,-3.012286064527427e-16,8.399880762774642e-16
1,21,1,mpc_success,0.01,-3.012286064527427e-16,8.399880762774642e-16,True,-3.012286064527427e-16,8.399880762774642e-16,-3.012286064527427e-16,8.399880762774642e-16
1,22,0,mpc_success,0.01,-3.094396842791824e-16,8.422335825221129e-16,True,-3.094396842791824e-16,8.422335825221129e-16,-3.094396842791824e-16,8.422335825221129e-16
1,22,1,mpc_success,0.01,-3.094396842791824e-16,8.422335825221129e-16,True,-3.094396842791824e-16,8.422335825221129e-16,-3.094396842791824e-16,8.422335825221129e-16
