step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9204474687576294,Solve_Succeeded,MPC,28,"[[-0.8764908517131271, -0.8668150901827022], [-0.1366082076537891, -0.1772910968910412], [-0.00046616114189940427, -0.0023849678545496632]]","[0.944858968257904, 0.9496833086013794, 0.9497435688972473]"
1,0.9448554515838623,Solve_Succeeded,MPC,19,"[[-0.5954668061860124, -0.5977801333922493], [-0.021960537280965958, -0.024606160821819774], [0.0028827994699026182, 0.002739458459465763]]","[0.959969162940979, 0.9604729413986206, 0.9604231119155884]"
2,0.9639855027198792,Solved_To_Acceptable_Level,MPC,5,"[[-0.04459019524352175, -0.049758436936006484], [0.001707795188523568, 0.0012496038228256934], [0.004049762324705022, 0.004047965015633272]]","[0.9623410701751709, 0.9623288512229919, 0.9622775316238403]"
3,0.9675494432449341,Solve_Succeeded,MPC,15,"[[-0.049350079512672444, 0.16638456077549804], [0.001674106345988717, 0.007494449893580003], [0.0037564056177171465, 0.0040318318061111766]]","[0.9611126780509949, 0.9609909653663635, 0.9609234929084778]"
4,0.9675566554069519,Solve_Succeeded,MPC,26,"[[-0.25258318952811676, 0.17675274600636334], [-0.004541334949106221, 0.008259253797201821], [0.0035090252554901245, 0.0038479236839066952]]","[0.96103835105896, 0.9609107375144958, 0.9608474373817444]"
5,0.9682866334915161,Solved_To_Acceptable_Level,MPC,16,"[[-0.3470723860887733, 0.18211096484375], [-0.008124434466792585, 0.008485344606689076], [0.0031733581948641594, 0.003862896650540751]]","[0.9610710144042969, 0.9609473347663879, 0.9608851671218872]"
6,0.9693726897239685,Solve_Succeeded,MPC,19,"[[-0.33192582603571297, 0.195280253898247], [-0.007616080228412554, 0.008792856364494736], [0.00321227243525624, 0.0037159100540610215]]","[0.9609891772270203, 0.9608604311943054, 0.9607999920845032]"
7,0.9695972800254822,Solve_Succeeded,MPC,25,"[[-0.257946990927353, 0.20090424249752928], [-0.004897134389663485, 0.008921168594866927], [0.0032229721915762468, 0.003658340888007107]]","[0.9610243439674377, 0.9608952403068542, 0.9608357548713684]"
8,0.969245970249176,Solved_To_Acceptable_Level,MPC,18,"[[-0.17527973400431152, 0.19273730068855954], [-0.00148431017465835, 0.008942636228457958], [0.0034565421487424753, 0.004609687335779984]]","[0.9612576961517334, 0.9611245393753052, 0.9610491991043091]"
9,0.9685933589935303,Solve_Succeeded,MPC,18,"[[-0.10996978809958105, 0.17539776200261625], [8.610866188681862e-05, 0.0086620824853981], [0.0033144680892121196, 0.0036864787395579405]]","[0.9616040587425232, 0.9614803791046143, 0.9614225029945374]"
10,0.9675925970077515,Solve_Succeeded,MPC,19,"[[-0.06695061906366616, 0.1500262773007826], [0.001257571715141309, 0.007616027384060882], [0.0037751678065711396, 0.004124382157747147]]","[0.9619774222373962, 0.9618839025497437, 0.961830198764801]"
11,0.966521680355072,Solve_Succeeded,MPC,19,"[[-0.036795914538991274, 0.11195238446651584], [0.0022149342371175695, 0.006829113546341123], [0.003483290306441897, 0.003591129984246936]]","[0.9624985456466675, 0.9624167084693909, 0.9623748660087585]"
