step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9948325753211975,Solve_Succeeded,MPC,6,"[[0.8920395019516539, -2.104989725731818e-05], [0.1341160048371976, -1.605197007184718e-05], [-2.6335898634223575e-08, -8.534515368108225e-06]]","[0.9948246479034424, 0.9948799014091492, 0.9948799014091492]"
1,0.9948246479034424,Solve_Succeeded,MPC,4,"[[0.6821982616962846, -4.584147076921817e-05], [0.000699425656608823, -3.5407837144193215e-05], [5.829582529632032e-06, -2.008880073266247e-05]]","[0.9951881170272827, 0.99518883228302, 0.99518883228302]"
2,0.9952816963195801,Solve_Succeeded,MPC,3,"[[0.21674453383876, 3.7191173135527965e-05], [-0.00010159490984009908, 2.5380482820505196e-05], [-3.856197488853268e-05, 9.735085960626855e-06]]","[0.9953464269638062, 0.9953463077545166, 0.9953462481498718]"
3,0.995354175567627,Solve_Succeeded,MPC,4,"[[0.5744285879323783, -3.05825467430235e-05], [1.1399715050907764e-05, -2.3975581393549437e-05], [-4.212538770683776e-06, -1.4354742315215178e-05]]","[0.9952634572982788, 0.9952635169029236, 0.9952635169029236]"
4,0.9953542351722717,Solve_Succeeded,MPC,3,"[[0.27332389485912556, 4.753201250213272e-05], [-6.963414633750814e-05, 3.1400435665255524e-05], [-0.00016777664662496593, 8.929653273783336e-06]]","[0.9953415989875793, 0.9953415393829346, 0.9953413605690002]"
5,0.995354175567627,Solve_Succeeded,MPC,4,"[[0.5312452077788882, -2.0878476677780644e-05], [-1.2760319582343705e-07, -1.6521348802598986e-05], [-5.947558871878843e-06, -1.0121218880264354e-05]]","[0.9952829480171204, 0.9952829480171204, 0.9952829480171204]"
6,0.995354175567627,Solve_Succeeded,MPC,4,"[[0.316910823399946, -4.029140944850261e-06], [-7.00308375196078e-07, -4.5040888340187065e-06], [-1.0838138270042332e-06, -3.2911575076527084e-06]]","[0.995336651802063, 0.995336651802063, 0.995336651802063]"
7,0.995354175567627,Solve_Succeeded,MPC,4,"[[0.49987098551726955, -1.1284399536749038e-05], [-2.620134660768188e-06, -1.0223165274351664e-05], [-2.527265208111525e-06, -6.799899719482885e-06]]","[0.9952945709228516, 0.9952946305274963, 0.9952946305274963]"
8,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.34699588776201484, 4.013893991265573e-07], [-9.261673713688707e-07, -2.0806560927829805e-06], [-2.6898884404697957e-06, -2.3320807018896335e-06]]","[0.9953323006629944, 0.9953323006629944, 0.9953323006629944]"
9,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.4771507784722152, -5.848414395132478e-06], [-2.9492349909426386e-06, -6.801396661274832e-06], [-1.9462125160597897e-06, -5.066077784128572e-06]]","[0.9953020215034485, 0.9953020215034485, 0.9953020215034485]"
10,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.36801443976291237, 3.5354619489556665e-06], [-1.4305703864240256e-06, -2.614461262338724e-07], [-2.386673156917962e-06, -1.5324727195531027e-06]]","[0.9953287243843079, 0.9953287243843079, 0.9953287243843079]"
11,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.46074562317330736, -3.7387457686142936e-06], [-2.899347368958252e-06, -5.8112511263656875e-06], [-8.53982174211909e-07, -4.622047914136542e-06]]","[0.9953071475028992, 0.9953071475028992, 0.9953071475028992]"
12,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.3828062336308533, 7.282904449943167e-06], [-1.955320144553301e-06, 2.052308980576592e-06], [-1.4128618263592215e-06, -4.3063412549603855e-07]]","[0.9953259825706482, 0.9953259825706482, 0.9953259825706482]"
13,0.9953542351722717,Solve_Succeeded,MPC,4,"[[0.44893088589753577, 8.086424205272396e-07], [-2.634931241515812e-06, -2.9079114549366613e-06], [-6.813675442786368e-07, -3.1979539874419536e-06]]","[0.9953104853630066, 0.9953105449676514, 0.9953105449676514]"
