step,cbf_initial,mpc_status,controller_used,mpc_iterations,control_input,predicted_h
0,0.9795317053794861,Solve_Succeeded,MPC,6,"[[-0.6468171178578231, 0.5223810688429686], [-0.42766596023403464, 0.330575284783048], [-0.20191990080034927, 0.15306563348087918]]","[0.9746599197387695, 0.9728687405586243, 0.97151780128479]"
1,0.974787712097168,Solve_Succeeded,MPC,5,"[[-0.5427985421441283, 0.44685657364793646], [-0.3219162300936371, 0.2739659142965544], [-0.11414021205573832, 0.12378568031681166]]","[0.9726908802986145, 0.9707963466644287, 0.9696772694587708]"
2,0.9726986289024353,Solve_Succeeded,MPC,5,"[[-0.38226471655774324, 0.3641928406851109], [-0.16049710940894354, 0.21568522335234408], [-0.0005785720858163853, 0.0939355164815468]]","[0.9704826474189758, 0.9690761566162109, 0.9678765535354614]"
3,0.9704143404960632,Solve_Succeeded,MPC,5,"[[-0.3335235346423981, 0.28488970717551904], [-0.12089186297440843, 0.15566771390936], [-0.0003245755559042766, 0.054261977496866245]]","[0.9687912464141846, 0.9678319692611694, 0.9663683772087097]"
4,0.9683827757835388,Solve_Succeeded,MPC,5,"[[-0.339729834140685, 0.2806871298176811], [-0.13949642546530838, 0.1589761340278759], [-0.004459859863933464, 0.06459262621360044]]","[0.9681510925292969, 0.967032253742218, 0.9652215242385864]"
5,0.9677640795707703,Solve_Succeeded,MPC,5,"[[-0.3251539580156167, 0.24961893750746264], [-0.13828287988164537, 0.14115481803710744], [-0.006500496068176952, 0.05855691623361729]]","[0.9668537378311157, 0.9654739499092102, 0.964000403881073]"
6,0.9666026830673218,Solve_Succeeded,MPC,5,"[[-0.32140826003172007, 0.22932689606650195], [-0.1474201133069699, 0.1294673686435259], [-0.01577840977223825, 0.054215672888012975]]","[0.9655505418777466, 0.9644560813903809, 0.9627254009246826]"
7,0.9650415182113647,Solve_Succeeded,MPC,5,"[[-0.3102157022039378, 0.20226936178177707], [-0.14927862379964277, 0.1130104515194813], [-0.02432920766385211, 0.04687914988452775]]","[0.9642180800437927, 0.962879478931427, 0.9600673317909241]"
8,0.9636091589927673,Solve_Succeeded,MPC,5,"[[-0.3015065982733459, 0.17747945665098225], [-0.15317953734905115, 0.09800916153824656], [-0.03793123443851066, 0.04021050484420409]]","[0.9625185132026672, 0.9602980613708496, 0.9569764137268066]"
9,0.9615976810455322,Solve_Succeeded,MPC,5,"[[-0.29138796804083383, 0.15140423643089818], [-0.1555887215198633, 0.08245053211961996], [-0.0497864550305332, 0.03317128290005955]]","[0.9602294564247131, 0.9572069048881531, 0.9536035656929016]"
10,0.9582248330116272,Solve_Succeeded,MPC,5,"[[-0.27937353692641365, 0.12570240123890739], [-0.15572207235325106, 0.06719143949823196], [-0.059873991987284596, 0.026296919939936048]]","[0.9571563005447388, 0.9535543322563171, 0.9495022892951965]"
11,0.9547863602638245,Solve_Succeeded,MPC,4,"[[-0.2562116486797086, 0.09961924271763302], [-0.14205188210015343, 0.0516053666281146], [-0.057165948568716825, 0.01961985719006331]]","[0.9533141255378723, 0.9492682218551636, 0.9446437358856201]"
12,0.9510788321495056,Solve_Succeeded,MPC,4,"[[-0.2349421990148919, 0.0735821494122008], [-0.13105298800596316, 0.03625176377458689], [-0.05429855734217987, 0.012641718696094328]]","[0.9488552808761597, 0.9442684054374695, 0.9395592212677002]"
13,0.9468966722488403,Solve_Succeeded,MPC,4,"[[-0.21031983207030064, 0.048748170294696504], [-0.11692334843198635, 0.02167764454263223], [-0.04873715655517685, 0.006018244200065654]]","[0.9435465335845947, 0.9389142394065857, 0.9352787137031555]"
14,0.9422138333320618,Solve_Succeeded,MPC,4,"[[-0.1852687035268527, 0.027811636974809983], [-0.10221896438765543, 0.009464178457182131], [-0.0422858713830562, 0.0004836777491746691]]","[0.9381429553031921, 0.9342082142829895, 0.9313251972198486]"
15,0.938818633556366,Solve_Succeeded,MPC,4,"[[-0.16013296337217237, 0.010157407109530198], [-0.08732445007157738, -0.0007776454643523197], [-0.03561045668788219, -0.004111023283916721]]","[0.9333128333091736, 0.9306252598762512, 0.9282007217407227]"
16,0.9359191060066223,Solve_Succeeded,MPC,3,"[[-0.13613999883231145, 0.019593852059394762], [-0.07233487828186977, 0.005077768795079033], [-0.029280227634828737, -0.0016447383011725992]]","[0.9307622313499451, 0.928595244884491, 0.9274659752845764]"
17,0.9335730671882629,Solve_Succeeded,MPC,3,"[[-0.11709026483151708, 0.040342018911316786], [-0.061392188147780455, 0.018468432956079757], [-0.024149706851910528, 0.005160419396230616]]","[0.9296063184738159, 0.9278190732002258, 0.9281014204025269]"
18,0.9317671060562134,Solve_Succeeded,MPC,3,"[[-0.10077730141042054, 0.054187158150017685], [-0.05196761559945941, 0.027575905400451056], [-0.01990882464106957, 0.010038655051311754]]","[0.9283716082572937, 0.9283432960510254, 0.9299049377441406]"
19,0.9294490814208984,Solve_Succeeded,MPC,3,"[[-0.10778859348798354, 0.06061209158840777], [-0.05656328878108487, 0.03195832977577747], [-0.02217558751999456, 0.012563851301741728]]","[0.928117573261261, 0.9292622804641724, 0.9306421875953674]"
20,0.9281789064407349,Solve_Succeeded,MPC,3,"[[-0.12587025726473197, 0.06224087551653981], [-0.06822146225883065, 0.03334435744127633], [-0.028000139186937213, 0.013501912503130913]]","[0.9286902546882629, 0.9295740723609924, 0.9303072094917297]"
21,0.9279831051826477,Solve_Succeeded,MPC,3,"[[-0.13522785502074444, 0.0604526595778755], [-0.07468571719504241, 0.03255301747222529], [-0.0315541435541261, 0.01331274486768044]]","[0.9291645884513855, 0.9297734498977661, 0.930131196975708]"
22,0.9283382892608643,Solve_Succeeded,MPC,3,"[[-0.13539590754191594, 0.05587010499892215], [-0.07532044163228273, 0.030010293898391372], [-0.032220766913930846, 0.012222323294567702]]","[0.9294760823249817, 0.9297762513160706, 0.9292455315589905]"
